ADDRESS,TOWN,INTERSECTION,ZIP,LAT,LNG,ADDRESS_TYPES,CLASSIFIED,GRADE
31 KENT,HUDSON,,,,,,8/21/14,3
35 KENT,HUDSON,,,,,,8/21/14,3
5 KENT,HUDSON,,,,,,8/21/14,3
36 CHESTERFIELD,HYDE PARK,,,,,,8/21/14,3
52 CHESTERFIELD,HYDE PARK,,,,,,8/21/14,3
56 CHESTERFIELD,HYDE PARK,,,,,,8/21/14,3
60 CHESTERFIELD,HYDE PARK,,,,,,8/21/14,3
CHESTERFIELD,HYDE PARK,@ REYNOLDS ROAD,,,,,8/21/14,3
24 GEORGE,HYDE PARK,,,,,,8/21/14,3
2 JEFFERSON,NATICK,,,,,,8/21/14,3
157 BEAUFORT,NEEDHAM,,,,,,8/21/14,3
165 BEAUFORT,NEEDHAM,,,,,,8/21/14,3
53 BEAUFORT,NEEDHAM,,,,,,8/21/14,3
BRADFORD,NEEDHAM,,,,,,8/21/14,3
BOSTON,SOMERVILLE,,,,,,8/21/14,3
NORTH,SOMERVILLE,,,,,,8/21/14,3
35 STANDISH,WORCESTER,,,,,,8/21/14,3
11 TATTAN-FARM,WORCESTER,,,,,,8/21/14,3
7 VENDORA,WORCESTER,,,,,,8/21/14,3
3 WINTER-HILL,WORCESTER,,,,,,8/21/14,3
4 ZENITH,WORCESTER,,,,,,8/21/14,3
148 LAWSON,ACUSHNET,,,,,,8/20/14,3
11 MIDDLE,ACUSHNET,,,,,,8/20/14,3
MIDDLE,ACUSHNET,,,,,,8/20/14,3
MIDDLE,ACUSHNET,,,,,,8/20/14,3
1 BLAIR,CAMBRIDGE,,,,,,8/20/14,2
456 BROADWAY,CAMBRIDGE,,,,,,8/20/14,2
BROADWAY,CAMBRIDGE,@ GALILEI WAY,,,,,8/20/14,2
BROADWAY,CAMBRIDGE,,,,,,8/20/14,2
161 GARDEN,CAMBRIDGE,,,,,,8/20/14,3
219 ROCKLAND,DARTMOUTH,,,,,,8/20/14,3
219 ROCKLAND,DARTMOUTH,,,,,,8/20/14,3
221 ROCKLAND,DARTMOUTH,,,,,,8/20/14,3
ROCKLAND,DARTMOUTH,,,,,,8/20/14,3
ROCKLAND,DARTMOUTH,,,,,,8/20/14,3
3 LIBERTY,DEDHAM,,,,,,8/20/14,3
TREASURE-BAY,FAIRHAVEN,,,,,,8/20/14,3
661 CONCORD,FRAMINGHAM,,,,,,8/20/14,2
11 COLLINS,HUDSON,,,,,,8/20/14,3
8 COLLINS,HUDSON,,,,,,8/20/14,3
29 MAGEE,HYDE PARK,,,,,,8/20/14,2
27 FARRAR,HYDE PARK,,,,,,8/20/14,3
23 TACOMA,HYDE PARK,,,,,,8/20/14,3
84 TACOMA,HYDE PARK,,,,,,8/20/14,3
12 TAMARAC,NATICK,,,,,,8/20/14,3
90 CLARENDON,SOMERVILLE,,,,,,8/20/14,3
20 HALL,SOMERVILLE,,,,,,8/20/14,3
7 KELLEY,WORCESTER,,,,,,8/20/14,3
TUNIS,WORCESTER,,,,,,8/20/14,3
28 VOLKMAR,WORCESTER,,,,,,8/20/14,3
W-BOYLSTON,WORCESTER,,,,,,8/20/14,3
50 LELAND,ASHLAND,,,,,,8/19/14,3
3 BERKELEY,CAMBRIDGE,,,,,,8/19/14,3
99 CURVE,DEDHAM,,,,,,8/19/14,3
55 CAUSEWAY,HUDSON,,,,,,8/19/14,3
50 ROANOKE,MATTAPAN,,,,,,8/19/14,3
201 WOOD,MATTAPAN,,,,,,8/19/14,3
309 WOOD,MATTAPAN,,,,,,8/19/14,3
7 MECHANIC,MATTAPOISETT,,,,,,8/19/14,3
110 BOSTON,SOMERVILLE,,,,,,8/19/14,3
714 BROADWAY,SOMERVILLE,,,,,,8/19/14,3
188 AUSTIN,WORCESTER,,,,,,8/19/14,3
5 AUTUMN,WORCESTER,,,,,,8/19/14,3
AUTUMN,WORCESTER,,,,,,8/19/14,3
51 BARNARD,WORCESTER,,,,,,8/19/14,3
11 BAY-STATE,WORCESTER,,,,,,8/19/14,3
47 BAY-STATE,WORCESTER,,,,,,8/19/14,3
206 BEACONSFIELD,WORCESTER,,,,,,8/19/14,3
56 BEACONSFIELD,WORCESTER,,,,,,8/19/14,3
OPP 60 BEECHING,WORCESTER,,,,,,8/19/14,3
68 JEAN,ACUSHNET,,,,,,8/18/14,3
150 S-MAIN,ACUSHNET,,,,,,8/18/14,3
151 S-MAIN,ACUSHNET,,,,,,8/18/14,3
181 S-MAIN,ACUSHNET,,,,,,8/18/14,3
185 S-MAIN,ACUSHNET,,,,,,8/18/14,3
260 SHREWSBURY,BOYLSTON,,,,,,8/18/14,3
90 CLARENDON,CAMBRIDGE,,,,,,8/18/14,2
195 CONCORD,CAMBRIDGE,,,,,,8/18/14,2
285 GREEN,CAMBRIDGE,,,,,,8/18/14,2
21 KIRKLAND,CAMBRIDGE,,,,,,8/18/14,2
225 COURT,DEDHAM,,,,,,8/18/14,3
205 SCONTICUT-NECK,FAIRHAVEN,,,,,,8/18/14,3
109 FORT-MEADOW,HUDSON,,,,,,8/18/14,3
5 FORT-MEADOW,HUDSON,,,,,,8/18/14,3
150 LEOLEIS,MARLBORO,,,,,,8/18/14,3
800 RIVER,MATTAPAN,,,,,,8/18/14,3
BROADWAY,SOMERVILLE,,,,,,8/18/14,3
PEARSON,SOMERVILLE,,,,,,8/18/14,3
RIDGE,WORCESTER,@ 7 LAPIERRE STREET,,,,,8/18/14,3
323-325 CONCORD,CAMBRIDGE,,,,,,8/16/14,3
340 CONCORD,CAMBRIDGE,,,,,,8/16/14,3
POND,ASHLAND,@ BUTTERFIELD DRIVE,,,,,8/15/14,3
70 SUMMER,ASHLAND,,,,,,8/15/14,3
WINSLOW,CAMBRIDGE,@ SHERMAN STREET,,,,,8/15/14,3
6 SHIRLEY,FAIRHAVEN,,,,,,8/15/14,3
OPP 78 SEMINOLE,MATTAPAN,,,,,,8/15/14,3
14 JENNINGS-POND,NATICK,,,,,,8/15/14,3
392 OAK,SHREWSBURY,,,,,,8/15/14,3
400 OAK,SHREWSBURY,,,,,,8/15/14,3
423 OAK,SHREWSBURY,,,,,,8/15/14,3
501 OAK,SHREWSBURY,,,,,,8/15/14,3
JEFFERSON,CAMBRIDGE,,,,,,8/14/14,3
120 APRICOT,WORCESTER,,,,,,8/14/14,3
112 ARARAT,WORCESTER,,,,,,8/14/14,3
113 ARARAT,WORCESTER,,,,,,8/14/14,3
28 ARARAT,WORCESTER,,,,,,8/14/14,3
OPP 96 ARARAT,WORCESTER,,,,,,8/14/14,3
3 ARBOR-VITAE,WORCESTER,,,,,,8/14/14,3
36 ASCADILLA,WORCESTER,,,,,,8/14/14,3
26 GRAY,CAMBRIDGE,,,,,,8/13/14,3
13 GRAY-GARDEN-E,CAMBRIDGE,,,,,,8/13/14,3
25 GRAY-GARDEN-E,CAMBRIDGE,,,,,,8/13/14,3
3 GRAY-GARDEN-E,CAMBRIDGE,,,,,,8/13/14,3
31 GRAY-GARDEN-E,CAMBRIDGE,,,,,,8/13/14,3
37 GRAY-GARDEN-E,CAMBRIDGE,,,,,,8/13/14,3
33 CHICKERING,DEDHAM,,,,,,8/13/14,3
39 CHICKERING,DEDHAM,,,,,,8/13/14,3
CHICKERING,DEDHAM,,,,,,8/13/14,3
178 COLBURN,DEDHAM,,,,,,8/13/14,3
23 BONNEY,FAIRHAVEN,,,,,,8/13/14,3
29 HATHAWAY,FAIRHAVEN,,,,,,8/13/14,3
30 HATHAWAY,FAIRHAVEN,,,,,,8/13/14,3
HATHAWAY,FAIRHAVEN,,,,,,8/13/14,3
9 ORCHARD,FAIRHAVEN,,,,,,8/13/14,3
15 ROCKLAND,FAIRHAVEN,,,,,,8/13/14,3
6 ROCKLAND,FAIRHAVEN,,,,,,8/13/14,3
180 ASH,HOPKINTON,,,,,,8/13/14,3
188 ASH,HOPKINTON,,,,,,8/13/14,3
211 ASH,HOPKINTON,,,,,,8/13/14,3
2 EXCHANGE,HOPKINTON,,,,,,8/13/14,3
6 EXCHANGE,HOPKINTON,,,,,,8/13/14,3
136 HAYDEN-ROWE,HOPKINTON,,,,,,8/13/14,3
29 HAYDEN-ROWE,HOPKINTON,,,,,,8/13/14,3
8 MESERVE,HOPKINTON,,,,,,8/13/14,3
19 PLEASANT,HOPKINTON,,,,,,8/13/14,3
OFF WOOD,HOPKINTON,,,,,,8/13/14,3
WOOD,HOPKINTON,,,,,,8/13/14,3
48 BURNING-TREE,NATICK,,,,,,8/13/14,3
11 FERNDALE,NATICK,,,,,,8/13/14,3
2 FERNDALE,NATICK,,,,,,8/13/14,3
30 HARWOOD,NATICK,,,,,,8/13/14,3
1116 GREAT-PLAIN,NEEDHAM,,,,,,8/13/14,3
1167 GREAT-PLAIN,NEEDHAM,,,,,,8/13/14,3
631 GREAT-PLAIN,NEEDHAM,,,,,,8/13/14,3
HUNNEWELL,NEEDHAM,,,,,,8/13/14,3
119 NOANETT,NEEDHAM,,,,,,8/13/14,3
12 WESTBOROUGH,WORCESTER,,,,,,8/13/14,3
355 CHESTNUT,ASHLAND,,,,,,8/12/14,3
507 MAIN,ASHLAND,,,,,,8/12/14,3
71 WARREN,ASHLAND,,,,,,8/12/14,3
98 WARREN,ASHLAND,,,,,,8/12/14,3
83 MOUNT AUBURN,CAMBRIDGE,,,,,,8/12/14,2
BISHOP-ALLEN,CAMBRIDGE,,,,,,8/12/14,3
11 CENTRE,CAMBRIDGE,,,,,,8/12/14,3
26 ELLERY,CAMBRIDGE,,,,,,8/12/14,3
24 FISKE,CAMBRIDGE,,,,,,8/12/14,3
MASS,CAMBRIDGE,@ LEE STREET,,,,,8/12/14,3
141-143 RINDGE,CAMBRIDGE,,,,,,8/12/14,3
40 BAY,FAIRHAVEN,,,,,,8/12/14,3
38 GROVE,FAIRHAVEN,,,,,,8/12/14,3
46 GROVE,FAIRHAVEN,,,,,,8/12/14,3
79 BIRCHCROFT,MATTAPAN,,,,,,8/12/14,3
156 WALNUT,NATICK,,,,,,8/12/14,3
30 ADAMS,WORCESTER,,,,,,8/12/14,3
10 AGAWAM,WORCESTER,,,,,,8/12/14,3
OPP 9 AIRLIE,WORCESTER,,,,,,8/12/14,3
AIRLIE,WORCESTER,,,,,,8/12/14,3
100 ALVARADO,WORCESTER,,,,,,8/12/14,3
4 ALVARADO,WORCESTER,,,,,,8/12/14,3
82 ALVARADO,WORCESTER,,,,,,8/12/14,3
90 ALVARADO,WORCESTER,,,,,,8/12/14,3
88 AMHERST,WORCESTER,,,,,,8/12/14,3
8 ANNA,WORCESTER,,,,,,8/12/14,3
ANNA,WORCESTER,,,,,,8/12/14,3
ANNA,WORCESTER,,,,,,8/12/14,3
75 THERESA,DARTMOUTH,,,,,,8/11/14,3
HARVARD,FAIRHAVEN,,,,,,8/11/14,3
31 MANHATTAN,FAIRHAVEN,,,,,,8/11/14,3
33 MANHATTAN,FAIRHAVEN,,,,,,8/11/14,3
123 SCONTICUT-NECK,FAIRHAVEN,,,,,,8/11/14,3
RIDLON,MATTAPAN,@ 184 GREENFIELD ROAD,,,,,8/11/14,3
176 E-CENTRAL,NATICK,,,,,,8/11/14,3
102 HARVEY,CAMBRIDGE,,,,,,8/8/14,3
106 HARVEY,CAMBRIDGE,,,,,,8/8/14,3
33 ARCH,DARTMOUTH,,,,,,8/8/14,3
11 EDGEWORTH,DARTMOUTH,,,,,,8/8/14,3
GREENDALE,DARTMOUTH,@ WEBSTER STREET,,,,,8/8/14,3
LAUREL,DARTMOUTH,@ ATLANTIC STREET,,,,,8/8/14,3
49 HOLMES,DEDHAM,,,,,,8/8/14,2
78 HILLSIDE,DEDHAM,,,,,,8/8/14,3
2 BAY-VIEW,FAIRHAVEN,,,,,,8/8/14,3
36 BAY-VIEW,FAIRHAVEN,,,,,,8/8/14,3
54 BAY-VIEW,FAIRHAVEN,,,,,,8/8/14,3
62 BAY-VIEW,FAIRHAVEN,,,,,,8/8/14,3
25 BRAE,FAIRHAVEN,,,,,,8/8/14,3
30-33 BRAE,FAIRHAVEN,,,,,,8/8/14,3
5 BRAE,FAIRHAVEN,,,,,,8/8/14,3
BRAE,FAIRHAVEN,,,,,,8/8/14,3
BRAE,FAIRHAVEN,@ SEBEC STREET,,,,,8/8/14,3
4 DAY,FAIRHAVEN,,,,,,8/8/14,3
DAY,FAIRHAVEN,@ SCONTICUT NECK ROAD,,,,,8/8/14,3
6 OVERHILL,NATICK,,,,,,8/8/14,3
3 NEPTUNE,WORCESTER,,,,,,8/8/14,3
8 WESTLEY,CAMBRIDGE,,,,,,8/7/14,3
HOWLAND,DARTMOUTH,@ SMITH STREET,,,,,8/7/14,3
27 SMITH,DARTMOUTH,,,,,,8/7/14,3
47 SMITH,DARTMOUTH,,,,,,8/7/14,3
41 HACKER,FAIRHAVEN,,,,,,8/7/14,3
47 HACKER,FAIRHAVEN,,,,,,8/7/14,3
4 HIGHLAND,FAIRHAVEN,,,,,,8/7/14,3
8 HIGHLAND,FAIRHAVEN,,,,,,8/7/14,3
HIGHLAND,FAIRHAVEN,,,,,,8/7/14,3
190 FREMONT,WORCESTER,,,,,,8/7/14,3
CENTER,DARTMOUTH,@ RUSSELL MILLS ROAD,,,,,8/6/14,3
220 HUTTLESTON,FAIRHAVEN,,,,,,8/6/14,3
232 HUTTLESTON,FAIRHAVEN,,,,,,8/6/14,3
HUTTLESTON,FAIRHAVEN,,,,,,8/6/14,3
HUTTLESTON,FAIRHAVEN,,,,,,8/6/14,3
17 JAMESON,FAIRHAVEN,,,,,,8/6/14,3
18 JAMESON,FAIRHAVEN,,,,,,8/6/14,3
11 SEBEC,FAIRHAVEN,,,,,,8/6/14,3
52 ROSEMONT,MATTAPAN,,,,,,8/6/14,3
46 TAUNTON,MATTAPAN,,,,,,8/6/14,3
OPP. 54 TAUNTON,MATTAPAN,,,,,,8/6/14,3
60 HOWE,SHREWSBURY,,,,,,8/6/14,3
74 HOWE,SHREWSBURY,,,,,,8/6/14,3
94 HOWE,SHREWSBURY,,,,,,8/6/14,3
5 ECHO,WORCESTER,,,,,,8/6/14,3
LELAND,ASHLAND,@ ALDEN STREET,,,,,8/5/14,3
74 SUMMER,ASHLAND,,,,,,8/5/14,3
155 UNION,ASHLAND,,,,,,8/5/14,3
BISHOP RICHARD ALLEN,CAMBRIDGE,,,,,,8/5/14,3
BOW,CAMBRIDGE,,,,,,8/5/14,3
12 WHITTIER,CAMBRIDGE,,,,,,8/5/14,3
KEMPTON,DARTMOUTH,,,,,,8/5/14,3
16 RADCLIFFE,MATTAPAN,,,,,,8/5/14,3
RUSKINDALE,MATTAPAN,@ RADCLIFFE ROAD,,,,,8/5/14,3
19 TILESTON,MATTAPAN,,,,,,8/5/14,3
109 HOWE,ASHLAND,,,,,,8/4/14,3
16 W-UNION,ASHLAND,,,,,,8/4/14,3
BELMONT,CAMBRIDGE,,,,,,8/4/14,3
226 BRATTLE,CAMBRIDGE,,,,,,8/4/14,3
88 RUSSELL-MILLS,DARTMOUTH,,,,,,8/4/14,3
10 EDDY,FAIRHAVEN,,,,,,8/4/14,3
11 EDDY,FAIRHAVEN,,,,,,8/4/14,3
4 EDDY,FAIRHAVEN,,,,,,8/4/14,3
9 EDDY,FAIRHAVEN,,,,,,8/4/14,3
240 HUTTLESTON,FAIRHAVEN,,,,,,8/4/14,3
243 HUTTLESTON,FAIRHAVEN,,,,,,8/4/14,3
244 HUTTLESTON,FAIRHAVEN,,,,,,8/4/14,3
246 HUTTLESTON,FAIRHAVEN,,,,,,8/4/14,3
246 HUTTLESTON,FAIRHAVEN,,,,,,8/4/14,3
254 HUTTLESTON,FAIRHAVEN,,,,,,8/4/14,3
258 HUTTLESTON,FAIRHAVEN,,,,,,8/4/14,3
260 HUTTLESTON,FAIRHAVEN,,,,,,8/4/14,3
HUTTLESTON,FAIRHAVEN,,,,,,8/4/14,3
119 RUSKINDALE,MATTAPAN,,,,,,8/4/14,3
21 SUNCREST,MATTAPAN,,,,,,8/4/14,3
750 GROVE,WORCESTER,,,,,,8/4/14,3
GROVE,WORCESTER,@ DRUMMOND AVENUE,,,,,8/4/14,3
50 MAIN,HUDSON,,,,,,8/3/14,3
50 MAIN,HUDSON,,,,,,8/3/14,3
28 POPE,HUDSON,,,,,,8/3/14,3
45 BIRCHWOOD,DARTMOUTH,,,,,,8/1/14,3
12 CYPRESS,DARTMOUTH,,,,,,8/1/14,3
9 DRIFTWOOD,DARTMOUTH,,,,,,8/1/14,3
122 HIGH,DEDHAM,,,,,,8/1/14,3
EDDY,FAIRHAVEN,,,,,,8/1/14,3
262 HUTTLESTON,FAIRHAVEN,,,,,,8/1/14,3
266 HUTTLESTON,FAIRHAVEN,,,,,,8/1/14,3
65 MILL,FAIRHAVEN,,,,,,8/1/14,3
67 MILL,FAIRHAVEN,,,,,,8/1/14,3
MILL,FAIRHAVEN,,,,,,8/1/14,3
47 MATTAKEESET,MATTAPAN,,,,,,8/1/14,3
GROVE,WORCESTER,@ LANSING AVENUE,,,,,8/1/14,3
3 GRAY GARDENS EAST,CAMBRIDGE,,,,,,7/31/14,3
54 GAINSVILLE,DEDHAM,,,,,,7/31/14,3
276 HUTTLESTON,FAIRHAVEN,,,,,,7/31/14,3
286 HUTTLESTON,FAIRHAVEN,,,,,,7/31/14,3
316 HUTTLESTON,FAIRHAVEN,,,,,,7/31/14,3
316 HUTTLESTON,FAIRHAVEN,,,,,,7/31/14,3
320 HUTTLESTON,FAIRHAVEN,,,,,,7/31/14,3
8 NONQUITT,FAIRHAVEN,,,,,,7/31/14,3
SAKONET,FAIRHAVEN,,,,,,7/31/14,3
141 WEEDEN,FAIRHAVEN,,,,,,7/31/14,3
WEEDEN,FAIRHAVEN,,,,,,7/31/14,3
3 FORTUNE,MILFORD,,,,,,7/31/14,3
23 KELSEY,NATICK,,,,,,7/31/14,3
5 WESTFIELD,NATICK,,,,,,7/31/14,3
110 WEEDEN,FAIRHAVEN,,,,,,7/30/14,3
14 WEEDEN,FAIRHAVEN,,,,,,7/30/14,3
28 WEEDEN,FAIRHAVEN,,,,,,7/30/14,3
30 WEEDEN,FAIRHAVEN,,,,,,7/30/14,3
480 FARM,MARLBORO,,,,,,7/30/14,3
60 PILGRIM,NATICK,,,,,,7/30/14,3
206 GLEASONDALE,STOW,,,,,,7/30/14,3
12 LENOX,WORCESTER,,,,,,7/30/14,3
1 LONGWOOD,WORCESTER,,,,,,7/30/14,3
54 PEMBERTON,CAMBRIDGE,,,,,,7/29/14,3
326 HUTTLESTON,FAIRHAVEN,,,,,,7/29/14,3
AKIN,FAIRHAVEN,,,,,,7/29/14,3
14 COOLIDGE,FAIRHAVEN,,,,,,7/29/14,3
5 COOLIDGE,FAIRHAVEN,,,,,,7/29/14,3
COOLIDGE,FAIRHAVEN,,,,,,7/29/14,3
33 DARTMOUTH,FAIRHAVEN,,,,,,7/29/14,3
41 DARTMOUTH,FAIRHAVEN,,,,,,7/29/14,3
29 HAMLET,FAIRHAVEN,,,,,,7/29/14,3
322 HUTTLESTON,FAIRHAVEN,,,,,,7/29/14,3
330 HUTTLESTON,FAIRHAVEN,,,,,,7/29/14,3
STONE,FAIRHAVEN,@ HUTTLESTON AVENUE,,,,,7/29/14,3
STUDLEY,FAIRHAVEN,,,,,,7/29/14,3
24 BELNEL,MATTAPAN,,,,,,7/29/14,3
15 TOURNAMENT,NATICK,,,,,,7/29/14,3
12 HAMLET,FAIRHAVEN,,,,,,7/28/14,3
16 HAMLET,FAIRHAVEN,,,,,,7/28/14,3
18 HAMLET,FAIRHAVEN,,,,,,7/28/14,3
20 HAMLET,FAIRHAVEN,,,,,,7/28/14,3
21 HAMLET,FAIRHAVEN,,,,,,7/28/14,3
22 HAMLET,FAIRHAVEN,,,,,,7/28/14,3
26 HAMLET,FAIRHAVEN,,,,,,7/28/14,3
4 HAMLET,FAIRHAVEN,,,,,,7/28/14,3
6 HAMLET,FAIRHAVEN,,,,,,7/28/14,3
7 HAMLET,FAIRHAVEN,,,,,,7/28/14,3
8 HAMLET,FAIRHAVEN,,,,,,7/28/14,3
HAMLET,FAIRHAVEN,,,,,,7/28/14,3
81 CREEPER-HILL,GRAFTON,,,,,,7/28/14,3
37 HILLTOP,GRAFTON,,,,,,7/28/14,3
43 LINCOLN,GRAFTON,,,,,,7/28/14,3
44 N-MAIN,GRAFTON,,,,,,7/28/14,3
20 NELSON,GRAFTON,,,,,,7/28/14,3
65 NOTTINGHAM,GRAFTON,,,,,,7/28/14,3
54 WILLARD,GRAFTON,,,,,,7/28/14,3
17 BARNESDALE,NATICK,,,,,,7/28/14,3
30 BARNESDALE,NATICK,,,,,,7/28/14,3
51 PARK,NATICK,,,,,,7/28/14,3
27 PINEHURST,NATICK,,,,,,7/28/14,3
8 PINEHURST,NATICK,,,,,,7/28/14,3
8 HEARTHSTONE,WAYLAND,,,,,,7/28/14,3
NASKETUCKET,FAIRHAVEN,@ HUTTLESTON AVENUE,,,,,7/25/14,3
HAWTHORN,WESTWOOD,,,,,,7/25/14,3
23 CONCORD,CAMBRIDGE,,,,,,7/24/14,3
12 BLOSSOM,FAIRHAVEN,,,,,,7/24/14,3
17 BLOSSOM,FAIRHAVEN,,,,,,7/24/14,3
5 BLOSSOM,FAIRHAVEN,,,,,,7/24/14,3
18 EVERGREEN,FAIRHAVEN,,,,,,7/24/14,3
22 EVERGREEN,FAIRHAVEN,,,,,,7/24/14,3
33-34 EVERGREEN,FAIRHAVEN,,,,,,7/24/14,3
35-36 EVERGREEN,FAIRHAVEN,,,,,,7/24/14,3
EVERGREEN,FAIRHAVEN,,,,,,7/24/14,3
4 HILL,FAIRHAVEN,,,,,,7/24/14,3
HILL,FAIRHAVEN,,,,,,7/24/14,3
HUTTLESTON,FAIRHAVEN,,,,,,7/24/14,3
346 UNIVERSITY,WESTWOOD,,,,,,7/24/14,3
SECOND,CAMBRIDGE,@ OTIS STREET,,,,,7/23/14,3
10 EVERGREEN,FAIRHAVEN,,,,,,7/23/14,3
6 EVERGREEN,FAIRHAVEN,,,,,,7/23/14,3
8 EVERGREEN,FAIRHAVEN,,,,,,7/23/14,3
HILL,FAIRHAVEN,,,,,,7/23/14,3
HILL,FAIRHAVEN,,,,,,7/23/14,3
28 CENTRE,NATICK,,,,,,7/23/14,3
15 DRURY,NATICK,,,,,,7/23/14,3
615 MAIN,SHREWSBURY,,,,,,7/23/14,3
734-738 MAIN,SHREWSBURY,,,,,,7/23/14,3
50 E-MAIN,WESTBOROUGH,,,,,,7/23/14,3
33 GELLETTE,FAIRHAVEN,,,,,,7/22/14,3
39 GELLETTE,FAIRHAVEN,,,,,,7/22/14,3
46 GELLETTE,FAIRHAVEN,,,,,,7/22/14,3
58 GELLETTE,FAIRHAVEN,,,,,,7/22/14,3
66 GELLETTE,FAIRHAVEN,,,,,,7/22/14,3
358 HUTTLESTON,FAIRHAVEN,,,,,,7/22/14,3
366 HUTTLESTON,FAIRHAVEN,,,,,,7/22/14,3
47 THOMPSON,NEW BEDFORD,,,,,,7/22/14,3
91 FLANDERS,WESTBOROUGH,@ OLD FLANDERS ROAD,,,,,7/22/14,3
398 HUTTLESTON,FAIRHAVEN,,,,,,7/21/14,3
FLORENCE,FAIRHAVEN,,,,,,7/21/14,3
384 HUTTLESTON,FAIRHAVEN,,,,,,7/21/14,3
401 HUTTLESTON,FAIRHAVEN,,,,,,7/21/14,3
HUTTLESTON,FAIRHAVEN,,,,,,7/21/14,3
59 INGLESIDE,WORCESTER,,,,,,7/21/14,3
418 HUTTLESTON,FAIRHAVEN,,,,,,7/18/14,3
426 HUTTLESTON,FAIRHAVEN,,,,,,7/18/14,3
HUTTLESTON,FAIRHAVEN,@ MATTAPOISETT TOWN LINE,,,,,7/18/14,3
36 BARNESDALE,NATICK,,,,,,7/18/14,3
167 WINTER,ASHLAND,,,,,,7/17/14,3
10 SURREY,NATICK,,,,,,7/17/14,3
6 SURREY,NATICK,,,,,,7/17/14,3
3 COLONIAL,WESTBOROUGH,,,,,,7/17/14,3
379 HEMLOCK,DARTMOUTH,,,,,,7/16/14,3
4 HOWLAND,DARTMOUTH,,,,,,7/16/14,3
129 STACKHOUSE,DARTMOUTH,,,,,,7/16/14,3
STACKHOUSE,DARTMOUTH,,,,,,7/16/14,3
139 STEPHEN,DARTMOUTH,,,,,,7/16/14,3
17-19 BROOKDALE,DEDHAM,,,,,,7/16/14,3
42 SUNRISE,GRAFTON,,,,,,7/16/14,3
18 VINCENT,GRAFTON,,,,,,7/16/14,3
260 HOPPING-BROOK,HOLLISTON,,,,,,7/16/14,3
POPE,HOLLISTON,,,,,,7/16/14,3
152 PROSPECT,HOLLISTON,,,,,,7/16/14,3
22 SPRUCE,HOLLISTON,,,,,,7/16/14,3
74 WEDGEWOOD,HOLLISTON,,,,,,7/16/14,3
8 BARNESDALE,NATICK,,,,,,7/16/14,3
TOURAINE,WORCESTER,,,,,,7/16/14,3
93 NORLAND,HOLLISTON,,,,,,7/15/14,3
136 PROSPECT,HOLLISTON,,,,,,7/15/14,3
37 REGAL,HOLLISTON,,,,,,7/15/14,3
330 WOODLAND,HOLLISTON,,,,,,7/15/14,3
40 PORTER,NATICK,,,,,,7/15/14,3
554 BROCK,NEW BEDFORD,,,,,,7/15/14,3
78 BROCK,NEW BEDFORD,,,,,,7/15/14,3
805 BROCK,NEW BEDFORD,,,,,,7/15/14,3
90 BROCK,NEW BEDFORD,,,,,,7/15/14,3
34 LAKEVIEW,SHREWSBURY,,,,,,7/15/14,3
36 N-QUINSIGAMOND,SHREWSBURY,,,,,,7/15/14,3
MASON,WORCESTER,,,,,,7/15/14,3
TALLAWANDA,WORCESTER,,,,,,7/15/14,3
40 BIRCH-HILL,ASHLAND,,,,,,7/14/14,3
44 BIRCH-HILL,ASHLAND,,,,,,7/14/14,3
MASS,CAMBRIDGE,@ CHESTER SREET,,,,,7/14/14,2
7 LOUIS,HOLLISTON,,,,,,7/14/14,3
101 OAK,HOLLISTON,,,,,,7/14/14,3
7 PINECREST,HOLLISTON,,,,,,7/14/14,3
510 PRENTICE,HOLLISTON,,,,,,7/14/14,3
19 RIDGE,HOLLISTON,,,,,,7/14/14,3
26 ROBERT,HOLLISTON,,,,,,7/14/14,3
16 CURTIS,NATICK,,,,,,7/14/14,3
29 VIRGINIA,NATICK,,,,,,7/14/14,3
103 HUDSON,NEW BEDFORD,,,,,,7/14/14,3
128 PORTLAND,NEW BEDFORD,,,,,,7/14/14,3
49 SEYMOUR,NEW BEDFORD,,,,,,7/14/14,3
71 SEYMOUR,NEW BEDFORD,,,,,,7/14/14,3
83 SEYMOUR,NEW BEDFORD,,,,,,7/14/14,3
93 SEYMOUR,NEW BEDFORD,,,,,,7/14/14,3
W-RODNEY-FRENCH,NEW BEDFORD,,,,,,7/14/14,3
651 LAKE,SHREWSBURY,,,,,,7/14/14,3
169 W-MAIN,WESTBOROUGH,,,,,,7/14/14,3
W-MAIN,WESTBOROUGH,@ WEST STREET,,,,,7/14/14,3
62 HOMER,CAMBRIDGE,,,,,,7/11/14,3
266 MASS,CAMBRIDGE,,,,,,7/11/14,3
162 CHURCH,HOLLISTON,,,,,,7/11/14,3
95 GREGORY,HOLLISTON,,,,,,7/11/14,3
19 HIGH-ROCK,HOLLISTON,,,,,,7/11/14,3
1334 HIGHLAND,HOLLISTON,,,,,,7/11/14,3
161 KUNIHOLM,HOLLISTON,,,,,,7/11/14,3
17 MARKED-TREE,HOLLISTON,,,,,,7/11/14,3
330 MARKED-TREE,HOLLISTON,,,,,,7/11/14,3
495 NORFOLK,HOLLISTON,,,,,,7/11/14,3
NORFOLK,HOLLISTON,,,,,,7/11/14,3
58 W-CENTRAL,NATICK,,,,,,7/11/14,3
145-147 ALLORD,NEW BEDFORD,,,,,,7/11/14,3
