ADDRESS,TOWN,INTERSECTION,REPAIRED,GRADE
42 STEPHEN,NEW BEDFORD,,8/7/14,2
175 ELM,NEW BEDFORD,,8/8/14,2
51 RUSSELL,NEW BEDFORD,,8/21/14,2
255 CENTRAL,NEW BEDFORD,,8/25/14,1
73 FRUIT,NEW BEDFORD,,8/27/14,2
75 NORMAN,NEW BEDFORD,,8/27/14,1
24 VALENTINE,NEW BEDFORD,,8/29/14,1
24 VALENTINE,NEW BEDFORD,,9/4/14,
TRADEWIND,NEW BEDFORD,AT HATHAWAY ST,9/8/14,
128 COTTAGE,NEW BEDFORD,,9/9/14,
104 STATE,NEW BEDFORD,,9/12/14,
20 LINDEN,NEW BEDFORD,,9/15/14,
574 BROCK,NEW BEDFORD,,9/17/14,2
478 BEDFORD,NEW BEDFORD,,9/17/14,2
399 BELLEVILLE,NEW BEDFORD,,9/17/14,1
42 HILL,NEW BEDFORD,,9/19/14,1
BELLEVILLE,NEW BEDFORD,AT COFFIN AVE,9/19/14,2
251 PHILLIPS,NEW BEDFORD,,9/19/14,2
95 BEETLE,NEW BEDFORD,,9/22/14,2
57 E-CLINTON,NEW BEDFORD,,9/22/14,2
95 BEETLE,NEW BEDFORD,,9/22/14,1
15 SHERMAN,NEW BEDFORD,,9/22/14,1
51 POPLAR,NEW BEDFORD,,9/24/14,2
208-210 GRANDFIELD,NEW BEDFORD,,9/24/14,2
877 HATHAWAY,NEW BEDFORD,,9/25/14,2
807 KEMPTON,NEW BEDFORD,,9/26/14,1
71 NASH,NEW BEDFORD,,9/29/14,1
50-52 EMERY,NEW BEDFORD,,10/2/14,1
667 COTTAGE,NEW BEDFORD,,10/3/14,2
69 FOSTER,NEW BEDFORD,,10/6/14,2
24 JONATHAN,NEW BEDFORD,,10/7/14,1
15 ANTHONY,NEW BEDFORD,,10/8/14,1
270 SHAW,NEW BEDFORD,,10/8/14,1
242 RYAN,NEW BEDFORD,,10/10/14,2
93 BEDFORD,NEW BEDFORD,,10/14/14,1
56-58 LAFAYETTE,NEW BEDFORD,,10/17/14,2
208 ASHLEY,NEW BEDFORD,,10/17/14,1
13 EMERSON,NEW BEDFORD,,10/17/14,1
S-SECOND,NEW BEDFORD,,10/22/14,2
314 HATHAWAY,NEW BEDFORD,,10/28/14,1
528 ASHLEY,NEW BEDFORD,,10/29/14,2
WING,NEW BEDFORD,,10/30/14,2
265 QUERY,NEW BEDFORD,,10/31/14,1
27 CLARENDON,NEW BEDFORD,,10/31/14,2
160 STATE,NEW BEDFORD,,11/3/14,2
46-48 MORGAN,NEW BEDFORD,,11/3/14,1
45 STATE,NEW BEDFORD,,11/5/14,2
887-889 BROCK,NEW BEDFORD,,11/10/14,1
BROCK,NEW BEDFORD,,11/12/14,3
373 BELLEVILLE,NEW BEDFORD,,11/18/14,2
59 FRANCIS,NEW BEDFORD,,11/21/14,1
197 WELD,NEW BEDFORD,,11/21/14,1
41 BRIGGS,NEW BEDFORD,,11/25/14,2
950 RODNEY FRENCH,NEW BEDFORD,,12/2/14,2
1085 JOYCE,NEW BEDFORD,,12/2/14,2
BEDFORD,NEW BEDFORD,AT COTTAGE ST,12/3/14,2
100 CHERRY TREE,NEW BEDFORD,,12/3/14,1
384 ACUSHNET,NEW BEDFORD,,12/4/14,1
13 SPRUCE,NEW BEDFORD,,12/4/14,1
ROCKDALE,NEW BEDFORD,,12/5/14,2
80 DARTMOUTH,NEW BEDFORD,,12/8/14,2
166-168 HADLEY,NEW BEDFORD,,12/9/14,1
286 CEDAR,NEW BEDFORD,,12/9/14,1
29 VALENTINE,NEW BEDFORD,,12/10/14,1
ASHLEY,NEW BEDFORD,,12/10/14,1
354 PLEASANT,NEW BEDFORD,,12/10/14,1
111 PLYMOUTH,NEW BEDFORD,,12/12/14,2
45 DURFEE,NEW BEDFORD,,12/13/14,2
244-246 DAVIS,NEW BEDFORD,,12/15/14,2
70 HIGHLAND,NEW BEDFORD,,12/15/14,2
76 MILL,NEW BEDFORD,,12/17/14,1
77 MORGAN,NEW BEDFORD,,12/17/14,1
1029 DEWEY,NEW BEDFORD,,12/21/14,1
41 ADAMS,NEW BEDFORD,,12/27/14,2
10 AUSTIN,NEW BEDFORD,,12/27/14,2
307 COLLETTE,NEW BEDFORD,,12/27/14,2
TOBEY,NEW BEDFORD,AT TOBEY LN,12/28/14,1
21 CASTLE,NORTHBORO,,1/13/14,2
101 WHITNEY,NORTHBORO,,3/18/14,2
25 DUNIA,NORTHBORO,,6/27/14,1
306 SOUTHWEST,NORTHBORO,,9/4/14,
124 HUDSON,NORTHBORO,,9/26/14,1
106 JON,NORTHBRIDGE,,3/14/14,1
2887 PROVIDENCE,NORTHBRIDGE,,4/25/14,1
90 CHURCH-(ROC),NORTHBRIDGE,,7/11/14,2
PLUMMER,NORTHBRIDGE,AT LAURA LN,7/21/14,1
14 JON,NORTHBRIDGE,,8/1/14,1
DOUGLAS,NORTHBRIDGE,,9/23/14,1
22 JON,NORTHBRIDGE,,11/20/14,2
22 JON,NORTHBRIDGE,,11/20/14,1
16 NORTH MAIN,NORTHBRIDGE,,12/27/14,2
245 SANDTRAP,NORTHBRIDGE,,12/27/14,2
53 MANTERS,PLYMOUTH,,2/11/14,2
268 COURT,PLYMOUTH,,2/12/14,1
MAIN,PLYMOUTH,AT PURCHASE ST,2/21/14,2
5 BROOKSIDE,PLYMOUTH,,2/25/14,2
19 GRANDVIEW,PLYMOUTH,,2/22/14,2
170 WATER,PLYMOUTH,,4/18/14,1
357 COURT,PLYMOUTH,,4/22/14,1
170 WATER,PLYMOUTH,,4/24/14,1
NEAR #45 SHETLAND,PLYMOUTH,,5/2/14,2
WHITING,PLYMOUTH,AT 11 MT-PLEASANT ST,5/2/14,1
26.5 CASTLE,PLYMOUTH,,5/7/14,2
265-267 STANDISH,PLYMOUTH,,5/8/14,2
18 FOREST,PLYMOUTH,,5/9/14,1
30 DAVIS,PLYMOUTH,,5/21/14,1
222 S-MEADOW,PLYMOUTH,,6/21/14,1
43 CLIFF,PLYMOUTH,,6/30/14,1
506 LUNNS,PLYMOUTH,,7/5/14,1
11 PORTICO,PLYMOUTH,,7/10/14,1
13 WHITING,PLYMOUTH,,7/14/14,1
152 SAMOSET,PLYMOUTH,,7/22/14,1
11 CLIFF,PLYMOUTH,,8/6/14,1
37 CONIFER,PLYMOUTH,,8/1/14,1
13 WHITING,PLYMOUTH,,8/7/14,2
WHITING,PLYMOUTH,,8/7/14,2
153 WESTERLY,PLYMOUTH,,8/7/14,2
35 PLEASANT,PLYMOUTH,,9/9/14,
37 PLEASANT,PLYMOUTH,,9/9/14,
27 PLEASANT,PLYMOUTH,,9/10/14,
17 MT-PLEASANT,PLYMOUTH,,9/16/14,2
7 WEST,PLYMOUTH,,10/8/14,2
38 GRANDVIEW,PLYMOUTH,,10/14/14,1
115 WESTERLY,PLYMOUTH,,10/14/14,1
MAGONI,PLYMOUTH,,10/21/14,
12 ALDEN,PLYMOUTH,,10/30/14,1
3 WHITING,PLYMOUTH,,11/4/14,2
19 CASTLE,PLYMOUTH,,11/5/14,2
42655 CASTLE,PLYMOUTH,,11/7/14,2
17 MOUNT PLEASANT,PLYMOUTH,,11/13/14,2
33 FILMORE,PLYMOUTH,,11/14/14,1
16 GABLE,PLYMOUTH,,11/18/14,1
305 SANDWICH,PLYMOUTH,,12/29/14,1
4 KENDALL,SHERBORN,,7/11/14,2
18 COURSE BROOK,SHERBORN,,12/30/14,2
8 COLONIAL,SHREWSBURY,,1/16/14,2
9 COLONIAL,SHREWSBURY,,1/16/14,2
43 HUNTING,SHREWSBURY,,1/16/14,2
15 BRIDAL-PATH,SHREWSBURY,,1/18/14,1
GENERAL,SHREWSBURY,,1/27/14,3
ARTEMAS,SHREWSBURY,AT GENERAL ACE,1/27/14,2
29-33 MAIN,SHREWSBURY,,1/28/14,2
757 MAIN,SHREWSBURY,,1/28/14,1
2 FIFTH,SHREWSBURY,,2/5/14,1
31 SIAS,SHREWSBURY,,2/24/14,2
50 KINGLET,SHREWSBURY,,2/21/14,2
MAIN,SHREWSBURY,AT I-290 EAST RAMP,3/12/14,1
74 SAJDA,SHREWSBURY,,4/21/14,2
1000 BOSTON-TURNPIKE,SHREWSBURY,,5/1/14,2
7 SUMMER,SHREWSBURY,,5/23/14,2
7 SUMMER,SHREWSBURY,,5/23/14,1
51 MAIN,SHREWSBURY,,5/27/14,1
51 MAIN,SHREWSBURY,,5/27/14,1
41 MAURY,SHREWSBURY,,6/28/14,1
357 LAKE,SHREWSBURY,,7/1/14,2
LAKE,SHREWSBURY,AT HOWE ST,7/1/14,2
361 SPRING,SHREWSBURY,,7/22/14,2
361 SPRING,SHREWSBURY,,7/22/14,2
39 SOUTH,SHREWSBURY,,8/4/14,2
92 STONEY-HILL,SHREWSBURY,,8/7/14,2
23 WESLEYAN,SHREWSBURY,,9/15/14,1
48 WOODLAND,SHREWSBURY,,9/24/14,1
648 LAKE,SHREWSBURY,,9/30/14,1
15 ELMA,SHREWSBURY,,10/9/14,1
151 OLD MILL,SHREWSBURY,,10/10/14,1
14 RIDGELAND,SHREWSBURY,,10/10/14,1
129 FLORAL,SHREWSBURY,,11/20/14,1
38 BLOSSOM TREE,SHREWSBURY,,11/21/14,1
9 TURTLECREEK,SHREWSBURY,,11/25/14,1
87 MAIN,SHREWSBURY,,12/2/14,2
5 JORDAN,SHREWSBURY,,12/2/14,1
9 TAFT,SHREWSBURY,,12/3/14,1
7 STONE,SHREWSBURY,,12/4/14,1
738 MAIN,SHREWSBURY,,12/13/14,2
23 WESLEYAN,SHREWSBURY,,12/17/14,2
738 MAIN,SHREWSBURY,,12/19/14,1
535 HARTFORD,SHREWSBURY,,12/27/14,2
HARTFORD,SHREWSBURY,,12/27/14,2
14 CEDAR,SOMERVILLE,,1/10/14,1
22 SYCAMORE,SOMERVILLE,,1/15/14,2
58 PRESTON,SOMERVILLE,,1/15/14,1
42-44 DANE,SOMERVILLE,,1/16/14,2
PITMAN,SOMERVILLE,AT BEECH ST,1/17/14,2
26 CALVIN,SOMERVILLE,,1/20/14,2
26 SYCAMORE,SOMERVILLE,,1/24/14,2
5 KENWOOD,SOMERVILLE,,1/30/14,1
711-723 SOMERVILLE,SOMERVILLE,,1/31/14,2
12 PUTNAM,SOMERVILLE,,1/31/14,1
78 MORRISON,SOMERVILLE,,2/8/14,1
78 MORRISON,SOMERVILLE,,2/9/14,1
29 PRESCOTT,SOMERVILLE,,2/14/14,1
63-65 CAMERON,SOMERVILLE,,2/21/14,2
21 PERRY,SOMERVILLE,,2/18/14,1
7 LINDEN,SOMERVILLE,,2/20/14,1
6 CHERRY,SOMERVILLE,,2/20/14,1
40 HANCOCK,SOMERVILLE,,2/25/14,2
208-210 WASHINGTON,SOMERVILLE,,3/7/14,1
45 CAMERON,SOMERVILLE,,3/11/14,2
257-259 BEACON,SOMERVILLE,,3/27/14,2
14 BILLINGHAM,SOMERVILLE,,3/28/14,2
12 BILLINGHAM,SOMERVILLE,,4/7/14,2
230 SOMERVILLE,SOMERVILLE,,4/14/14,1
DOVER,SOMERVILLE,AT 51 DAVIS SQ,4/15/14,2
GORHAM,SOMERVILLE,AT TANNERY BROOK WAY,4/16/14,2
406 HIGHLAND,SOMERVILLE,,4/25/14,1
16 CALVIN,SOMERVILLE,,4/28/14,1
61 LINDEN,SOMERVILLE,,5/8/14,1
353 BEACON,SOMERVILLE,,5/14/14,1
357 BEACON,SOMERVILLE,,5/14/14,1
37 COLUMBUS,SOMERVILLE,,5/30/14,1
287 BEACON,SOMERVILLE,,6/3/14,1
318 SUMMER,SOMERVILLE,,6/8/14,2
88 MUNROE,SOMERVILLE,,6/27/14,2
14 CHERRY,SOMERVILLE,,7/7/14,2
PITMAN,SOMERVILLE,AT SPRING ST,7/8/14,2
363 BEACON,SOMERVILLE,,7/23/14,1
230 ELM,SOMERVILLE,,8/4/14,2
47 CAMERON,SOMERVILLE,,8/8/14,2
361 BEACON,SOMERVILLE,,8/21/14,1
RUSSELL,SOMERVILLE,,9/22/14,1
97 PEARSON,SOMERVILLE,,9/25/14,2
42497 PARKDALE,SOMERVILLE,,9/29/14,2
42624 PARKDALE,SOMERVILLE,,10/3/14,2
40 HANCOCK,SOMERVILLE,,10/20/14,2
268 POWDER HOUSE,SOMERVILLE,,10/21/14,1
336 SUMMER,SOMERVILLE,,10/31/14,2
60 PUTNAM,SOMERVILLE,,11/5/14,2
22 ASHLAND,SOMERVILLE,,11/6/14,1
SPRING,SOMERVILLE,AT SOMERVILLE AVE,11/12/14,1
68 DIMICK,SOMERVILLE,,11/13/14,2
26-28 MILTON,SOMERVILLE,,11/13/14,1
46 WHITE,SOMERVILLE,,11/18/14,2
WEBSTER,SOMERVILLE,,11/19/14,2
768 BROADWAY,SOMERVILLE,,11/19/14,2
46-48 PUTNAM,SOMERVILLE,,11/24/14,2
BROADWAY,SOMERVILLE,,11/25/14,2
42412 HOWARD,SOMERVILLE,,11/29/14,1
255 POWDER HOUSE,SOMERVILLE,,12/1/14,1
86 ELM,SOMERVILLE,,12/10/14,2
787 BROADWAY,SOMERVILLE,,12/30/14,2
POLE 25 NEWTON,SOUTHBORO,,2/19/14,2
43 NEWTON,SOUTHBORO,,2/23/14,1
269 CORDAVILLE,SOUTHBORO,,9/19/14,2
MADISON,SOUTHBORO,,11/25/14,2
320 GREAT,STOW,,2/10/14,2
KIRKLAND,STOW,,9/16/14,2
4 KIRKLAND,STOW,,9/16/14,2
5 WILLIAM,UPTON,,4/28/14,2
5 WILLIAMS,UPTON,,12/20/14,2
71 N-MAIN,UXBRIDGE,,4/4/14,1
760 PROVIDENCE,UXBRIDGE,,4/29/14,2
151 N-MAIN,UXBRIDGE,,5/1/14,1
10 MOODY,UXBRIDGE,,11/5/14,1
117-119 HECLA,UXBRIDGE,,12/11/14,1
17 WEST HARTFORD,UXBRIDGE,,12/30/14,2
SHRINE,WEST BOYLSTON,AT CAROL,2/21/14,1
501 PROSPECT,WEST BOYLSTON,,2/25/14,2
435 LANCASTER,WEST BOYLSTON,,3/20/14,2
330 LANCASTER,WEST BOYLSTON,,5/12/14,1
330 LANCASTER,WEST BOYLSTON,,5/14/14,1
70 CRESCENT,WEST BOYLSTON,,8/8/14,2
11R SUMMER,WESTBOROUGH,,1/7/14,1
42625 TREETOP,WESTBOROUGH,,3/9/14,2
14 MAYNARD,WESTBOROUGH,,3/17/14,1
8002 AMBASSADOR,WESTBOROUGH,,4/3/14,1
160 MILK,WESTBOROUGH,,4/29/14,2
95 W-MAIN,WESTBOROUGH,,5/20/14,1
165 FLANDERS,WESTBOROUGH,,6/11/14,1
STATE,WESTBOROUGH,AT HOLMES ST,8/4/14,2
2 PROSPECT,WESTBOROUGH,,8/4/14,2
22 TREETOP,WESTBOROUGH,,8/4/14,2
2 PROSPECT,WESTBOROUGH,,9/8/14,
165 FLANDERS,WESTBOROUGH,,11/24/14,1
70 EAST MAIN,WESTBOROUGH,,11/25/14,1
STATE,WESTBOROUGH,,12/22/14,2
1901 WINDSOR RIDGE,WESTBOROUGH,,12/22/14,1
212 WEST MAIN,WESTBOROUGH,,12/23/14,2
1901 WINDSOR RIDGE,WESTBOROUGH,,12/29/14,1
19 PEARTREE,WESTWOOD,,1/21/14,2
15 RIDGEWOOD,WESTWOOD,,2/4/14,2
POND,WESTWOOD,AT OAK ST,2/10/14,2
298 PROVIDENCE,WESTWOOD,,2/16/14,1
46 PERRY,WESTWOOD,,2/24/14,1
75 CUSHING,WESTWOOD,,3/21/14,2
94 GAY,WESTWOOD,,3/28/14,1
44 LORING,WESTWOOD,,6/3/14,2
57 STRAFFORD,WESTWOOD,,7/1/14,2
57 STRAFFORD,WESTWOOD,,8/6/14,1
41 BOOTH,WESTWOOD,,9/17/14,2
91 HEMLOCK,WESTWOOD,,10/27/14,2
272 HIGH,WESTWOOD,,12/4/14,1
17 FORD,WESTWOOD,,12/5/14,2
SAINT DENIS,WESTWOOD,AT WILLRD ST,12/15/14,2
DEAN,WESTWOOD,AT WEBSTER ST,12/17/14,2
91 STRASSER,WESTWOOD,,12/22/14,2
378-384 UNIVERSITY,WESTWOOD,,12/31/14,2
GROVE,WORCESTER,,1/2/14,1
270 SHREWSBURY,WORCESTER,,1/3/14,1
51 HILTON,WORCESTER,,1/6/14,1
34 HOPE,WORCESTER,,1/7/14,1
140 GRAND,WORCESTER,,1/8/14,1
ELM,WORCESTER,AT WEST ST,1/8/14,1
32 PROVIDENCE,WORCESTER,,1/9/14,1
ELM,WORCESTER,AT WEST ST,1/9/14,1
MAPLEWOOD,WORCESTER,AT CHAMBERLAIN PKY,1/9/14,1
PINE-TREE,WORCESTER,AT SUNVALLEY DR,1/11/14,1
130 PLANTATION,WORCESTER,,1/12/14,1
59-75 WEBSTER,WORCESTER,,1/13/14,1
69 DUSTIN,WORCESTER,,1/13/14,2
335 PARK,WORCESTER,,1/13/14,1
GROVE,WORCESTER,AT SAGAMORE RD,1/14/14,1
BENEFIT,WORCESTER,AT GLENWOOD ST,1/15/14,1
1027 MAIN,WORCESTER,,1/15/14,1
287 GROVE,WORCESTER,,1/16/14,2
359 SHREWSBURY,WORCESTER,,1/16/14,2
74 GREEN,WORCESTER,,1/16/14,1
SEVER,WORCESTER,AT CEDAR ST,1/17/14,2
24 CREST,WORCESTER,,1/18/14,1
GROVE,WORCESTER,AT SAGAMORE RD,1/18/14,1
MAIN,WORCESTER,,1/20/14,2
53 WILSON,WORCESTER,,1/20/14,1
SARGENT,WORCESTER,AT LAMARTINE ST,1/21/14,2
DAVIS,WORCESTER,,1/25/14,1
14 PRESTON,WORCESTER,,1/27/14,1
41 HILLCROFT,WORCESTER,,1/30/14,2
356 SHREWSBURY,WORCESTER,,1/30/14,2
KING-PHILLIP,WORCESTER,AT HILLCROFT AVE,1/30/14,2
130 MASSASOIT,WORCESTER,,1/31/14,2
HARLEM,WORCESTER,AT S-WARD ST,1/31/14,1
500 W-BOYLSTON,WORCESTER,,1/31/14,1
50 HAMILTON,WORCESTER,,2/2/14,2
ELM,WORCESTER,AT PARK AVE,2/2/14,1
SEVER,WORCESTER,AT CEDAR ST,2/2/14,1
119 MASSASOIT,WORCESTER,,2/3/14,2
3 COHASSET,WORCESTER,,2/4/14,1
14 LANGDON,WORCESTER,,2/4/14,1
172 GRAFTON,WORCESTER,,2/5/14,1
179-181 GRAFTON,WORCESTER,,2/5/14,1
80 STANTON,WORCESTER,,2/5/14,1
60 PLANTATION,WORCESTER,,2/5/14,1
7 WESCOTT,WORCESTER,,2/7/14,2
ELM,WORCESTER,AT WEST ST,2/7/14,2
5 LUND,WORCESTER,,2/7/14,2
1013 MAIN,WORCESTER,,2/8/14,1
314 PLANTATION,WORCESTER,,2/10/14,2
18 WILLARD,WORCESTER,,2/10/14,2
236 LINCOLN,WORCESTER,,2/11/14,2
66 PLANTATION,WORCESTER,,2/12/14,2
105 WATER,WORCESTER,,2/12/14,1
11 N-WORCESTER,WORCESTER,,2/13/14,1
10 VARNEY,WORCESTER,,2/13/14,1
9 MILL,WORCESTER,,2/17/14,1
CLARK,WORCESTER,AT PURCHASE ST,2/19/14,1
53 HERMON,WORCESTER,,2/19/14,1
HILLCREST,WORCESTER,AT 7 BLAIR ST,2/20/14,2
MAY,WORCESTER,,2/20/14,1
27 JAQUES,WORCESTER,,2/20/14,1
320 PLANTATION,WORCESTER,,2/24/14,2
CASCADE,WORCESTER,AT MONICA,2/24/14,2
11 N-WORCESTER,WORCESTER,,2/24/14,1
11 N-WORCESTER,WORCESTER,,2/24/14,2
ENDICOTT,WORCESTER,AT VERNON ST,2/26/14,2
10 MILLBURY,WORCESTER,,2/19/14,1
101 COMMONWEALTH,WORCESTER,,2/19/14,1
338 PARK,WORCESTER,,2/20/14,2
24 PELICAN,WORCESTER,,2/20/14,1
529 PARK,WORCESTER,,2/21/14,2
7 KELLEY,WORCESTER,,2/22/14,1
1149 GRAFTON,WORCESTER,,2/23/14,1
81 EUREKA,WORCESTER,,2/24/14,2
76 RICHLAND,WORCESTER,,2/25/14,2
87 AIRLIE,WORCESTER,,3/7/14,2
163 AUSTIN,WORCESTER,,3/7/14,1
69 ERNEST,WORCESTER,,3/10/14,1
576 GRAFTON,WORCESTER,,3/11/14,2
42630 MILL,WORCESTER,,3/12/14,1
57 COMMODORE,WORCESTER,,3/15/14,1
34 GRANBY,WORCESTER,,3/18/14,1
1088 MAIN,WORCESTER,,3/19/14,2
76 RICHLAND,WORCESTER,,3/19/14,1
27 WESTBORO,WORCESTER,,3/21/14,1
14 COLTON,WORCESTER,,3/29/14,1
220 BROOKS,WORCESTER,,4/2/14,2
51 HADWEN,WORCESTER,,4/2/14,1
848-854 MAIN,WORCESTER,,4/2/14,1
14 BOURNE,WORCESTER,,4/2/14,1
WEBSTER,WORCESTER,AT JAQUES ST,4/3/14,2
7 BROOKLINE,WORCESTER,,4/5/14,1
631-633 LINCOLN,WORCESTER,,4/6/14,1
28 MARCONI,WORCESTER,,4/7/14,2
WINTHROP,WORCESTER,AT ARLINGTON ST,4/9/14,2
200 SHREWSBURY,WORCESTER,,4/10/14,1
WEST,WORCESTER,AT HIGHLAND,4/12/14,1
11 CUTTING,WORCESTER,,4/15/14,1
66 WHIPPLE,WORCESTER,,4/15/14,1
156-158 FAIRMONT,WORCESTER,,4/18/14,1
14 S-WARD,WORCESTER,,4/18/14,1
2 WOODMAN,WORCESTER,,4/23/14,1
36 BOYLSTON,WORCESTER,,4/25/14,1
34 HOPE,WORCESTER,,4/27/14,1
5 ST-NICHOLAS,WORCESTER,,4/28/14,2
40 MORNINGSIDE,WORCESTER,,4/29/14,1
720 GROVE,WORCESTER,,5/1/14,1
170 MASSASOIT,WORCESTER,,5/2/14,1
4 FENIMORE,WORCESTER,,5/2/14,1
9 ST-NICHOLAS,WORCESTER,,5/2/14,1
64 LOCUST,WORCESTER,,5/2/14,1
730 PLEASANT,WORCESTER,,5/6/14,2
31 BLITHEWOOD,WORCESTER,,5/6/14,1
BEACONSFIELD,WORCESTER,,5/7/14,2
3 MORSE,WORCESTER,,5/7/14,1
MAIN,WORCESTER,AT LAGRANGE ST,5/7/14,2
91 HOUGHTON,WORCESTER,,5/8/14,2
42499 ST-NICHOLAS,WORCESTER,,5/8/14,2
10 SPOFFORD,WORCESTER,,5/8/14,1
29 FALES,WORCESTER,,5/8/14,1
405 MILL,WORCESTER,,5/9/14,2
730 PLEASANT,WORCESTER,,5/9/14,2
37 FREELAND,WORCESTER,,5/10/14,1
19 QUEEN,WORCESTER,,5/12/14,1
734 PLEASANT,WORCESTER,,5/13/14,2
BEACONSFIELD,WORCESTER,AT PLEASANT ST,5/14/14,2
125 OLEAN,WORCESTER,,5/14/14,1
730 PLEASANT,WORCESTER,,5/15/14,1
28 BEECHING,WORCESTER,,5/15/14,1
420 MOWER,WORCESTER,,5/16/14,2
349 HAMILTON,WORCESTER,,5/19/14,1
5 ST-NICHOLAS,WORCESTER,,5/20/14,2
SALISBURY,WORCESTER,AT PARK AVE,5/20/14,2
3 CHRISTY,WORCESTER,,5/20/14,1
5 ST-NICHOLAS,WORCESTER,,5/20/14,1
14 RICHARDS,WORCESTER,,5/21/14,1
39 GATES,WORCESTER,,5/21/14,1
32 WABASH,WORCESTER,,5/21/14,2
38 BELLINGHAM,WORCESTER,,5/22/14,1
47 SPOFFORD,WORCESTER,,5/23/14,1
41 MORNINGSIDE,WORCESTER,,5/27/14,2
144 BEAVER-BROOK,WORCESTER,,5/27/14,1
415 LAKE,WORCESTER,,5/27/14,1
10 GAMBIER,WORCESTER,,5/27/14,1
338 PARK,WORCESTER,,5/28/14,2
32 WABASH,WORCESTER,,5/28/14,2
63 STAFFORD,WORCESTER,,5/28/14,1
70 MILLBURY,WORCESTER,,5/29/14,1
FAIRMONT,WORCESTER,AT COHASSET ST,5/30/14,1
21 BEECHMONT,WORCESTER,,5/31/14,1
22 WESTVIEW,WORCESTER,,6/1/14,1
238 LINCOLN,WORCESTER,,6/2/14,1
9 REGENT,WORCESTER,,6/3/14,2
42689 DALE,WORCESTER,,6/3/14,1
317 BURNCOAT,WORCESTER,,6/4/14,1
90 PARK,WORCESTER,,6/4/14,1
212 AUSTIN,WORCESTER,,6/5/14,1
23 AMES,WORCESTER,,6/5/14,1
10 MASSASOIT,WORCESTER,,6/6/14,1
463 CHANDLER,WORCESTER,,6/9/14,1
15 HAZELWOOD,WORCESTER,,6/9/14,1
199 MASSASOIT,WORCESTER,,6/9/14,1
42535 JAQUES,WORCESTER,,6/10/14,1
43 PARK-TERRACE,WORCESTER,,6/10/14,1
48 ESTHER,WORCESTER,,6/11/14,1
12 STEARNS,WORCESTER,,6/11/14,1
141 COHASSET,WORCESTER,,6/11/14,1
5 OAKBEACH,WORCESTER,,6/11/14,1
13 CLIFTON,WORCESTER,,6/12/14,1
30 BEECHING,WORCESTER,,6/13/14,2
12 STEARNS,WORCESTER,,6/13/14,1
1395 MAIN,WORCESTER,,6/13/14,1
5 NORWOOD,WORCESTER,,6/13/14,1
5 RUDOLPH,WORCESTER,,6/16/14,1
4 INWOOD,WORCESTER,,6/16/14,1
47 SPOFFORD,WORCESTER,,6/17/14,2
357 PLANTATION,WORCESTER,,6/18/14,2
VAUGHAN,WORCESTER,,6/19/14,1
AUSTIN,WORCESTER,AT MERRICK ST,6/24/14,2
5 RUDOLPH,WORCESTER,,6/24/14,2
9 WINSLOW,WORCESTER,,6/24/14,1
57 SOUTHWEST,WORCESTER,,6/26/14,1
186 ST-NICHOLAS,WORCESTER,,6/27/14,2
17 WINTHROP,WORCESTER,,6/30/14,1
36 CANTERBURY,WORCESTER,,6/30/14,1
12 STEARNS,WORCESTER,,7/2/14,2
49 GRANDVIEW,WORCESTER,,7/8/14,1
MADISON,WORCESTER,,7/9/14,2
646 CHANDLER,WORCESTER,,7/9/14,1
58 CAMELOT,WORCESTER,,7/14/14,1
LANCASTER,WORCESTER,AT INSTITUTE RD,7/14/14,1
25 CROYDON,WORCESTER,,7/14/14,1
2 GREENFIELD,WORCESTER,,7/15/14,2
141 MASSASOIT,WORCESTER,,7/15/14,2
144 MASSASOIT,WORCESTER,,7/15/14,3
320 PLANTATION,WORCESTER,,7/16/14,1
HIGHLAND,WORCESTER,,7/17/14,2
WEST,WORCESTER,AT 142 HIGHLAND ST,7/17/14,2
135 MILLBURY,WORCESTER,,7/17/14,1
94-96 KENBERMA,WORCESTER,,7/18/14,2
51 WARD,WORCESTER,,7/18/14,2
26 PARKTON,WORCESTER,,7/18/14,1
57 ROWENA,WORCESTER,,7/18/14,1
64-66 GREEN,WORCESTER,,7/21/14,2
102 RODNEY,WORCESTER,,7/21/14,1
51 HOLLYWOOD,WORCESTER,,7/21/14,2
1 KILBY,WORCESTER,,7/21/14,2
56 HOLLYWOOD,WORCESTER,,7/22/14,1
25 N-WORCESTER,WORCESTER,,7/23/14,1
106 W-BOYLSTON,WORCESTER,,7/24/14,2
FAIRMONT,WORCESTER,AT 61-63 COHASSET ST,7/24/14,2
4 IVES,WORCESTER,,7/24/14,1
28 VOLKMAR,WORCESTER,,7/25/14,2
1 BENEDICT,WORCESTER,,7/25/14,1
57 VALLEY-HILL,WORCESTER,,7/25/14,1
299 HIGHLAND,WORCESTER,,7/28/14,2
162 MASSASOIT,WORCESTER,,7/29/14,2
122-124 INGLESIDE,WORCESTER,,7/29/14,2
172 MASSASOIT,WORCESTER,,7/30/14,3
QUEEN,WORCESTER,AT DAVIS ST,7/31/14,1
26 AMES,WORCESTER,,8/1/14,1
145 FAIRMONT,WORCESTER,,8/4/14,2
7 GORDON,WORCESTER,,8/6/14,1
12 ROMOLA,WORCESTER,,8/7/14,2
70 DORCHESTER,WORCESTER,,8/8/14,2
228 LINCOLN,WORCESTER,,8/1/14,2
