ADDRESS,TOWN,INTERSECTION,REPAIRED,GRADE
HOPPING BROOK,HOLLISTON,@ ROUTE 16,9-Dec-15,2
95 WEST,MILFORD,MADDEN AVE,24-Oct-15,1
16 MARGIN,NEW BEDFORD,,24-Oct-15,1
30-32 MERLIN,WORCESTER,CAMELOT DR,6-Nov-15,2
PRENTICE,HOLLISTON,BONNY DR,18-Dec-15,2
37 MAIN,FRAMINGHAM,,26-Oct-15,1
5 MORNING SIDE,SHREWSBURY,,26-Oct-15,2
HANCOCK,SOMERVILLE,@ SUMMER ST,26-Oct-15,1
11 BLUEBERRY,UPTON,,26-Oct-15,1
86 NORTH MAIN,UXBRIDGE,,26-Oct-15,1
16 ROSEMONT,WORCESTER,,26-Oct-15,1
CARO,WORCESTER,@ BOYDEN ST,27-Oct-15,1
173 SHERRIN,HYDE PARK,,28-Oct-15,2
21 CHARLES,FRAMINGHAM,,31-Oct-15,2
732 GROVE,WORCESTER,DRUMMOND AVE,31-Oct-15,2
31-33 MORELAND,DEDHAM,,4-Nov-15,2
125 GAINSVILLE,DEDHAM,GLEN RD,9-Dec-15,2
26 AUBURN STREET,FRAMINGHAM,,3-Nov-15,2
35 EVELINA,MARLBORO,SCHOFIELD DR,5-Nov-15,2
22 RED COAT,SHREWSBURY,,12-Nov-15,2
157 BEACON,SOMERVILLE,PROPERZI WAY,19-Nov-15,2
18-20 BERKELY,WORCESTER,SHAWMUT ST,19-Nov-15,2
HIGHLAND,NEEDHAM,@ CAREY RD,21-Nov-15,2
7 RIDGE,HUDSON,,24-Nov-15,2
10 CHILDS,FRAMINGHAM,PROSPECT ST,1-Dec-15,2
17-19 BROOKDALE,DEDHAM,,2-Dec-15,2
MAY,NEEDHAM,@ FAIR OAKS PK,4-Dec-15,2
VILLAGE GREEN,NATICK,@ BLDG 8,8-Dec-15,2
3 MURRAY,FRAMINGHAM,HASTINGS ST,16-Dec-15,2
214 CAPTAIN EAMES,ASHLAND,,28-Oct-15,2
43 ELM,HUDSON,COX ST,28-Oct-15,2
BOYDEN,WORCESTER,@ CARO ST,28-Oct-15,1
26 HUNTHURST,WORCESTER,GLENDALE ST,28-Oct-15,1
16 NAY,DEDHAM,,31-Oct-15,2
15 CIDER MILL,FRAMINGHAM,,3-Nov-15,2
13 HAYNES,FRAMINGHAM,BRYANT RD,23-Dec-15,2
61 LINDA,FRAMINGHAM,FENWAY ST,29-Oct-15,1
19 GLENDALE,HUDSON,,29-Oct-15,1
40 TAFT HILL,UXBRIDGE,,29-Oct-15,2
191 MAIN,FAIRHAVEN,,30-Oct-15,1
104 KINNAIRD,CAMBRIDGE,,7-Nov-15,2
120 HARVARD,CAMBRIDGE,,9-Nov-15,2
75 MILL,FAIRHAVEN,ROUTE 6,30-Oct-15,3
BENSON,HOPKINTON,,30-Oct-15,2
225 BOUNDARY,MARLBORO,,30-Oct-15,1
FLAGG,WORCESTER,@ AIDUBON RD,30-Oct-15,1
10 BOYDEN,WORCESTER,CARO ST,30-Oct-15,1
11 LAVERDURE,FRAMINGHAM,,4-Nov-15,2
3 LAVERDURE,FRAMINGHAM,,4-Nov-15,2
ACUSHNET,NEW BEDFORD,,20-Nov-15,2
53 WEBSTER,NEEDHAM,,3-Dec-15,2
21 COSLIN,SOUTHBORO,,31-Oct-15,2
37 CLARIDGE,WORCESTER,,15-Dec-15,2
13 NAY,DEDHAM,,2-Nov-15,2
18 KANE,FAIRHAVEN,,2-Nov-15,1
237 UNION,FRAMINGHAM,,2-Nov-15,1
46 LAUREL,HUDSON,,2-Nov-15,2
251 MAIN,MAYNARD,,2-Nov-15,1
28 LAWRENCE,MILFORD,QUINLAN ST,2-Nov-15,1
5 RICHMOND,MILFORD,,2-Nov-15,2
LINDEN,NEW BEDFORD,@ PURCHASE ST,2-Nov-15,2
380 WHITNEY,NORTHBORO,,2-Nov-15,1
6 THAYER HEIGHTS,HOPKINTON,BLUEBERRY LN,16-Nov-15,2
THOMAS HILL,MILLBURY,@ ALDRICH RD,19-Nov-15,2
790 EDGELL,FRAMINGHAM,,3-Nov-15,2
34 COMMODORE,WORCESTER,,3-Nov-15,1
34 SHAMROCK,WORCESTER,,3-Nov-15,1
570 MAIN,WORCESTER,MADISON ST,16-Nov-15,2
11 SUNNYSIDE,HYDE PARK,,21-Nov-15,2
7 MARGIN,NEW BEDFORD,,4-Nov-15,2
20 BERKELEY,SOMERVILLE,,4-Nov-15,1
112-118 HOLDEN,SOMERVILLE,,4-Nov-15,1
299 CONCORD,CAMBRIDGE,@ WALDEN ST,10-Nov-15,2
ELM,NEW BEDFORD,@ FREEMONT ST,18-Nov-15,2
88 HATCH,NEW BEDFORD,CONDUIT ST,4-Dec-15,2
154 WATER,FRAMINGHAM,,10-Dec-15,2
29 MONROE,WORCESTER,,5-Nov-15,1
5 THE MOUNTAIN,FRAMINGHAM,,6-Nov-15,2
20 TURNPIKE,SOUTHBORO,,6-Nov-15,1
65 ELLIOTT,WORCESTER,,6-Nov-15,1
2294 MASSACHUSETTS,CAMBRIDGE,,17-Nov-15,2
FARMFIELD,FAIRHAVEN,,31-Dec-15,2
BEDFORD,NEW BEDFORD,@ S. SIXTH ST,7-Nov-15,1
13 MELVIN,SHREWSBURY,,7-Nov-15,1
3 HARRIS,DEDHAM,,12-Nov-15,2
77 ARAN,WESTWOOD,,8-Nov-15,1
106 KENBERMA,WORCESTER,,8-Nov-15,1
11 HARMONY,NEW BEDFORD,,9-Nov-15,2
38 TEMPLE,FRAMINGHAM,TEMPLE PL,12-Nov-15,2
23 DEER,MAYNARD,POWDER MILL RD,13-Nov-15,2
239 NORTH MAIN,UXBRIDGE,RIVULET ST,23-Nov-15,2
COSLIN,SOUTHBORO,CRYSTAL POND RD,27-Nov-15,2
631 SALISBURY,WORCESTER,LYNNWOOD LN,17-Dec-15,2
8 TRAILSIDE,ASHLAND,,10-Nov-15,2
165 CEDAR HILL,MARLBORO,,10-Nov-15,2
MARGIN,NEW BEDFORD,@ COVE ST,10-Nov-15,2
36 CHATANIKA,WORCESTER,,10-Nov-15,1
5 MONTGOMERY,FRAMINGHAM,,18-Nov-15,2
29 WHITTEMORE,FRAMINGHAM,,18-Nov-15,2
95 WILLOW,NEW BEDFORD,BULLOCK ST,20-Nov-15,2
ACUSHNET,NEW BEDFORD,@ PHILLIPS AVE,23-Nov-15,2
33 CHICKERING,DEDHAM,WASHINGTON ST,30-Nov-15,3
25 ATHERTON,SOMERVILLE,,5-Dec-15,2
GREEN,FAIRHAVEN,@ DOANE ST,18-Dec-15,2
40 HAYES MEMORIAL,MARLBORO,,11-Nov-15,1
285 WASHINGTON,SOMERVILLE,,11-Nov-15,1
61 WINFIELD,DEDHAM,,19-Nov-15,2
160 STEARNS,MARLBORO,,12-Nov-15,
52 WALTHAM,MAYNARD,,12-Nov-15,1
439 HAMILTON,WORCESTER,,12-Nov-15,1
11 MAPLE,WEST BOYLSTON,TEMPLE ST,20-Nov-15,2
76 CHURCH,DEDHAM,COURT ST,27-Nov-15,2
LOVERING,FRAMINGHAM,@ OLD CONNECTICUT PATH,9-Dec-15,2
176 FAIRMONT,WORCESTER,,13-Nov-15,1
58 HARVARD,MARLBORO,,14-Nov-15,1
4 DONOVAN,NATICK,,14-Nov-15,1
202 STAFFORD,WORCESTER,,14-Nov-15,1
2 PROSPECT,WESTBOROUGH,,20-Nov-15,2
11 POND,HYDE PARK,,15-Nov-15,1
31 HARWOOD,NATICK,,15-Nov-15,1
106 PECKHAM,ACUSHNET,,16-Nov-15,1
WINSLOW,CAMBRIDGE,@ SHERMAN ST,16-Nov-15,1
129 CHICKERING,DEDHAM,,16-Nov-15,2
178 MAIN,HUDSON,,16-Nov-15,2
46 MYRTLE,NEW BEDFORD,WELD ST,16-Nov-15,2
63 PLANTATION,WORCESTER,,16-Nov-15,1
787 ALLEN,DARTMOUTH,@ ALPHA ST,17-Nov-15,2
55 LOWDER,DEDHAM,SAWYER DR,19-Nov-15,2
342 EAST BOSTON POST,MARLBORO,VILLAGE DR,19-Nov-15,3
16 JENNINGS POND,NATICK,ERLANDSON RD,30-Nov-15,2
14 JENNINGS POND,NATICK,LACONIA RD,30-Nov-15,2
11 CENTRE,CAMBRIDGE,,17-Nov-15,1
40-42 SPRING,FAIRHAVEN,LAUREL ST,17-Nov-15,1
10 CURRIER,FRAMINGHAM,,17-Nov-15,2
22 DERRY,HYDE PARK,,17-Nov-15,1
16-18 ORMOND,WORCESTER,HIGHLAND ST,17-Nov-15,1
SOUTH,MARION,@ 73 PLEASANT ST,19-Nov-15,2
81 ORCHARD,CAMBRIDGE,RUSSELL ST,8-Dec-15,2
10 APPIAN,CAMBRIDGE,GARDEN ST,23-Dec-15,2
21 ALPENA,DEDHAM,,18-Nov-15,2
10 STATE,WESTBOROUGH,,20-Nov-15,2
96 CONCORD,CAMBRIDGE,BUCKINGHAM ST,5-Dec-15,2
344 OLD BOSTON POST,MARLBORO,,19-Nov-15,1
127 LAUREL,NEEDHAM,,19-Nov-15,2
18 EMPIRE,SHREWSBURY,,19-Nov-15,2
18 HEMINGWAY,SHREWSBURY,,19-Nov-15,1
1 COLLEGE,WORCESTER,MCKEON RD,24-Nov-15,2
HOWLAND,FAIRHAVEN,,31-Dec-15,2
3 ST PAUL,CAMBRIDGE,,20-Nov-15,1
224 MAIN,KINGSTON,,20-Nov-15,1
3 NEWTON,WORCESTER,MIDLAND ST,20-Nov-15,1
213 ASH,HOPKINTON,,23-Nov-15,2
235 NORTH MAIN,UXBRIDGE,N. GARDEN ST,23-Nov-15,2
989 PLEASANT,FRAMINGHAM,,12-Dec-15,2
BURNCOAT,WORCESTER,BURNCOAT HEIGHTS,21-Nov-15,1
28 SIAS,SHREWSBURY,BAILEY RD,8-Dec-15,2
1 BURNETT,AUBURN,,22-Nov-15,1
BEACON,MATTAPOISETT,@ FREEMAN ST,23-Nov-15,2
1 BURNETT,AUBURN,WESTWOOD DR,23-Nov-15,1
383 CHAMBERLAIN,HOLLISTON,,23-Nov-15,2
13 LINCOLN,MARLBORO,,23-Nov-15,1
82 BARTLETT,NORTHBORO,,23-Nov-15,1
517 ROCKDALE,NEW BEDFORD,FARM ST,1-Dec-15,2
39 HILLCREST,DEDHAM,BRIDGE ST,12-Dec-15,2
121 ROCKLAND,DARTMOUTH,NORCROFT ST,30-Dec-15,2
29 ROCKAWAY,AUBURN,,24-Nov-15,1
142 MEMORIAL,CAMBRIDGE,AMES ST,24-Nov-15,1
111 CHILTON,CAMBRIDGE,,24-Nov-15,1
52 DEVENS,MARLBORO,,24-Nov-15,1
152 THOMPSON,NEW BEDFORD,,24-Nov-15,2
303 BROOK,NEW BEDFORD,,24-Nov-15,2
44 RUSSETT HILL,SHERBORN,,24-Nov-15,2
165 ELM,DARTMOUTH,SUMMER ST,25-Nov-15,2
165 ELM,DARTMOUTH,,25-Nov-15,2
20 OXFORD,CAMBRIDGE,,28-Dec-15,2
420 MAIN,HUDSON,,25-Nov-15,2
46 BROAD,MARLBORO,,25-Nov-15,1
BOYDEN,WORCESTER,AT CLAY ST,25-Nov-15,1
8 WARE,WORCESTER,JUNE ST,27-Nov-15,2
938 METROPOLITAN,HYDE PARK,,30-Nov-15,2
15 BOWKER,WORCESTER,DELMONT AVE,30-Dec-15,2
CANNON,MATTAPOISETT,,26-Nov-15,1
5 CIDER MILL,NATICK,,27-Nov-15,2
18 SEXTON,WESTWOOD,,27-Nov-15,1
WOODLAND,WORCESTER,MAYWOOD ST,30-Nov-15,2
13 LACOSTA,NATICK,BURNING TREE RD,23-Dec-15,2
CROSS,NORTHBRIDGE,@ CHURCH ST,30-Nov-15,2
71 STRAFFORD,WESTWOOD,,8-Dec-15,2
477 AMERICA,ASHLAND,QUEEN ISABELLA WAY,30-Nov-15,1
25 LAKESHORE,HUDSON,,30-Nov-15,2
HOPE,NEW BEDFORD,AT NASH RD,30-Nov-15,2
233 SOUTH,NORTHBORO,,30-Nov-15,2
6 WEST POND,PLYMOUTH,,30-Nov-15,2
114 POWDER HOUSE,SOMERVILLE,,30-Nov-15,1
33 CREST,WORCESTER,WILDWOOD AVE,30-Nov-15,1
8 WABASH,WORCESTER,,30-Nov-15,1
390 CEDAR,DEDHAM,,4-Dec-15,2
2 STONYBROOK,MILFORD,PRINCESS PINE LN,8-Dec-15,2
25 CLAY,CAMBRIDGE,,1-Dec-15,1
42404 MULLER,CAMBRIDGE,,1-Dec-15,1
195 MOHAWK,HOLLISTON,,1-Dec-15,2
294 HOSMER,MARLBORO,PORTER RD,1-Dec-15,2
294 HOSMER,MARLBORO,,1-Dec-15,2
517 ROCKDALE,NEW BEDFORD,,1-Dec-15,2
9 DOVER,HUDSON,AVON DR,4-Dec-15,2
12 ALPINE,WORCESTER,,3-Dec-15,1
21 ALPENA,DEDHAM,,5-Dec-15,2
TOURAINE,WORCESTER,@ PALISADES,8-Dec-15,2
109 HOMER,ASHLAND,,3-Dec-15,1
12 WALNUT,MILFORD,,3-Dec-15,1
78 FOREST,NEW BEDFORD,,3-Dec-15,2
43 FREELAND,WORCESTER,,3-Dec-15,1
166 HOLDEN,WORCESTER,,3-Dec-15,1
14 WARREN,PLYMOUTH,,4-Dec-15,2
HILLCREST,KINGSTON,@ MAIN ST,9-Dec-15,2
17 MAIN,FRAMINGHAM,,4-Dec-15,1
2 WESTRIDGE,HUDSON,,4-Dec-15,1
110 CENTRAL,SOMERVILLE,,4-Dec-15,1
FREMONT,WORCESTER,SUTTON LN,5-Dec-15,1
219 EAST,DEDHAM,,9-Dec-15,2
45 METROPOLITAN,ASHLAND,,10-Dec-15,2
8 MAINE,NATICK,,19-Dec-15,2
30 QUEEN ISABELLA,ASHLAND,,5-Dec-15,2
FAUNCE CORNER,DARTMOUTH,AT CROSS RD,7-Dec-15,1
HOLLIS,FRAMINGHAM,@ WAUSHAKUM ST,7-Dec-15,1
CAMBRIDGE,WORCESTER,@ STURBRIDGE ST,7-Dec-15,1
344 EAST BOSTON POST,MARLBORO,VILLAGE DR,10-Dec-15,2
16 DELANO,DARTMOUTH,WILSON ST,11-Dec-15,3
2 SIMMONS,MILFORD,UNIVERSITY DR,14-Dec-15,2
24 LEE,HUDSON,COX ST,15-Dec-15,2
14 COLBY,FRAMINGHAM,OLD CONNECTICUT PATH,23-Dec-15,2
1400-1450 WORCESTER,FRAMINGHAM,,8-Dec-15,1
5 NAVASOTA,WORCESTER,,8-Dec-15,1
84 PINE HILL,ASHLAND,WINTER ST,10-Dec-15,2
7 PHILLIPS,CAMBRIDGE,MASON ST,10-Dec-15,2
52 MAIN,SOUTHBORO,,9-Dec-15,1
39-41 ANDREA,NEEDHAM,,10-Dec-15,2
44 A,FRAMINGHAM,,11-Dec-15,2
145 WINDING RIVER,NEEDHAM,,11-Dec-15,2
249 EAST,DEDHAM,,12-Dec-15,2
50 COUNTRY,NEEDHAM,,12-Dec-15,2
52 WASHINGTON,NEW BEDFORD,,10-Dec-15,2
53 KENT,SOMERVILLE,,10-Dec-15,1
49 GRANVILLE,WORCESTER,,10-Dec-15,1
RIDGE,HOLLISTON,AT LOUIS ST,11-Dec-15,2
640 LINCOLN,WORCESTER,BOYLSTON ST,21-Dec-15,2
20 FORT,FAIRHAVEN,,11-Dec-15,1
52 HASTINGS,FRAMINGHAM,,11-Dec-15,2
43 SUDBURY,MAYNARD,,11-Dec-15,1
38-40 SAGAMORE,NEW BEDFORD,,11-Dec-15,2
ARARAT,WORCESTER,@ BROOKS ST,22-Dec-15,2
49 HERBERT,FRAMINGHAM,,28-Dec-15,2
8 BARNESDALE,NATICK,,28-Dec-15,2
BLDG 8 VILLAGE GREEN,NATICK,,16-Dec-15,2
5 CAMBRIDGE,CAMBRIDGE,,13-Dec-15,1
37 FAYERWEATHER,CAMBRIDGE,,14-Dec-15,1
43 FAIRVIEW,DEDHAM,,14-Dec-15,2
66 LOWDER,DEDHAM,,14-Dec-15,2
47 GREEN,FAIRHAVEN,,14-Dec-15,1
DEFOREST,HYDE PARK,AT ASHVILLE,14-Dec-15,2
LOT 1 BLUEBERRY,UPTON,,14-Dec-15,1
41 COES,WORCESTER,BUFFUM ST,16-Dec-15,2
5 JORDAN,SHREWSBURY,S. QUINSIGAMOND AVE,18-Dec-15,2
90 LINCOLN,FRAMINGHAM,,19-Dec-15,2
59 PARKERVILLE,SOUTHBORO,GENERAL HENRY KNOX RD,19-Dec-15,2
745 SOMERVILLE,SOMERVILLE,,22-Dec-15,2
13 ELM,MILLBURY,,15-Dec-15,1
31 HARWOOD,NATICK,ARLINGTON RD,15-Dec-15,2
23 NYE,NEW BEDFORD,,15-Dec-15,2
61 NYE,NEW BEDFORD,,15-Dec-15,2
204 PARK,WORCESTER,,15-Dec-15,1
3 GREENWOOD,HYDE PARK,,16-Dec-15,1
12 ALPINE,WORCESTER,,16-Dec-15,2
249 MEETING HOUSE,ASHLAND,MOUNTAIN GATE RD,16-Dec-15,1
1159 HIGHLAND,HOLLISTON,,16-Dec-15,1
120 MORRISON,SOMERVILLE,,16-Dec-15,1
DAY,FAIRHAVEN,@ SCONTICUT NECK RD,17-Dec-15,3
36 BLAINE,WORCESTER,STAFFORD ST,18-Dec-15,2
65 FAYERWEATHER,CAMBRIDGE,,17-Dec-15,1
170 PRESCOTT,WORCESTER,,19-Dec-15,2
19-21 CLIFFORD,NEW BEDFORD,ASHLEY BLVD,23-Dec-15,2
344 EAST BOSTON POST,MARLBORO,,30-Dec-15,2
200 HIGHLAND,DEDHAM,,21-Dec-15,1
40 NOTTINGHAM,KINGSTON,,21-Dec-15,2
14 MAIN,MARION,,21-Dec-15,1
1411 PHILLIPS,NEW BEDFORD,,21-Dec-15,1
98R DUDLEY,FRAMINGHAM,,22-Dec-15,1
780 TRUMAN,HYDE PARK,,30-Dec-15,2
970 RIVER,HYDE PARK,,23-Dec-15,1
5 BRIGHTSIDE,KINGSTON,PROSPECT ST,23-Dec-15,1
3 BEVERLY,NATICK,,23-Dec-15,1
59 SYLVIA,NEW BEDFORD,,23-Dec-15,1
26 CHADWICK,PLYMOUTH,,23-Dec-15,1
285 PLANTATION,WORCESTER,,23-Dec-15,1
56 GLENRIDGE,DEDHAM,,30-Dec-15,2
15-22 PROSPECT,MILFORD,,25-Dec-15,1
HEYWOOD,WORCESTER,MASSASOIT,25-Dec-15,1
66 LONG VIEW,NEW BEDFORD,,26-Dec-15,1
5 ACUSHNET,WORCESTER,,27-Dec-15,1
41-43 CAUSEWAY,HUDSON,,30-Dec-15,2
RIVER,DEDHAM,@ MILTON ST,28-Dec-15,2
354 HOLLIS,FRAMINGHAM,,29-Dec-15,1
OLD CART,HOLLISTON,MOHAWK,29-Dec-15,1
139 FAIR,NEW BEDFORD,HEMLOCK ST,29-Dec-15,1
39 RANKIN,WORCESTER,,29-Dec-15,1
8 BARNESDALE,NATICK,,30-Dec-15,2
