LEAK_NO,REPORTED_HOUSE_NUMBER REPORTED_STREET,REPORTED_CROSS_STREET,REPORTED_TOWN,REPAIR_NO,REPAIRED_HOUSE_NUMBER,REPAIRED_STREET,REPAIRED_CROSS_STREET,REPAIRED_TOWN,REPORTED_DATE,CLASS_CURRENT,REPAIRED_DATE,LEAK_CAUSE,,,
,2014,1704904,79,WHITMAN RD,MAIN ST,WAL,1,79,WHITMAN RD,MAIN ST,WAL,6/19/2014,2,8/19/2014 CORROSION,
,2014,1704908,30,BEAVER ST,HOLLACE ST,WAL,1,30,BEAVER ST,HOLLACE ST,WAL,6/24/2014,2,11/5/2014 OTHER,
,2014,1704908,30,BEAVER ST,HOLLACE ST,WAL,2,30,BEAVER ST,HOLLACE ST,WAL,6/24/2014,2,11/5/2014 OTHER,
,2014,1704908,30,BEAVER ST,HOLLACE ST,WAL,3,30,BEAVER ST,HOLLACE ST,WAL,6/24/2014,2,11/5/2014 OTHER,
,2014,1704912,227,GROVE ST,POTTER RD,WAL,1,227,GROVE ST,POTTER RD,WAL,6/24/2014,2,8/21/2014 NATURAL FORCE,
,2014,1704916,29,LOWELL RD,LOVERS LN,GRO,1,29,LOWELL RD,LOVERS LN,GRO,7/30/2014,1,7/30/2014 NATURAL FORCE,
,2014,1704923,56,COLUMBUS ST,STANDISH ST,NEW,1,56,COLUMBUS ST,STANDISH ST,NEW,7/30/2014,1,7/30/2014 EXCAVATION,
,2014,1704924,646,E BROADWAY,K ST,SBO,1,646,E BROADWAY,K ST,SBO,7/30/2014,1,7/30/2014 OTHER OUTSIDE FORCE,
,2014,1704924,646,E BROADWAY,K ST,SBO,2,646,E BROADWAY,K ST,SBO,7/30/2014,1,7/30/2014 EXCAVATION,
,2014,1704964,606,CENTRE ST,POND ST,JPL,1,606,CENTRE ST,POND ST,JPL,7/30/2014,1,7/30/2014 OTHER,
,2014,1704971,3161,HERBERT RD,GREENWAY RD,SAN,1,3161,HERBERT RD,GREENWAY RD,SAN,7/30/2014,1,7/30/2014 CORROSION,
,2014,1704971,3161,HERBERT RD,GREENWAY RD,SAN,2,3161,HERBERT RD,GREENWAY RD,SAN,7/30/2014,1,7/30/2014 CORROSION,
,2014,1705003,16,JOHN ELIOT SQ,BARTLETT ST,ROX,1,16,JOHN ELIOT SQ,BARTLETT ST,ROX,7/30/2014,1,7/30/2014 NATURAL FORCE,
,2014,1705034,360,SUMMER ST,CREST RD,LNF,1,360,SUMMER ST,CREST RD,LNF,7/30/2014,1,7/31/2014 OTHER,
,2014,1705039,161,WASHINGTON ST,DERBY ST,GLO,1,161,WASHINGTON ST,DERBY ST,GLO,7/28/2014 2A,,9/10/2014 OTHER,
,2014,1705052,421,E MAIN ST,N WOODSTOCK RD,SOU,1,421,E MAIN ST,N WOODSTOCK RD,SOU,7/30/2014,1,7/31/2014 OTHER,
,2014,1705056,47,HIGHLAND AVE,CRESCENT AVE,LNF,1,47,HIGHLAND AV,CRESCENT AV,LNF,7/29/2014,2,9/11/2014 CORROSION,
,2014,1705056,47,HIGHLAND AVE,CRESCENT AVE,LNF,2,47,HIGHLAND AV,CRESCENT AV,LNF,7/29/2014,2,9/11/2014 CORROSION,
,2014,1705060,29,HIGHLAND AVE,SUMMER ST,LNF,1,29,HIGHLAND AV,SUMMER ST,LNF,7/29/2014,2,8/20/2014 CORROSION,
,2014,1705060,29,HIGHLAND AVE,SUMMER ST,LNF,2,29,HIGHLAND AV,SUMMER ST,LNF,7/29/2014,2,8/20/2014 CORROSION,
,2014,1705067,28,HIGHLAND AVE,SUMMER ST,LNF,1,28,HIGHLAND AV,SUMMER ST,LNF,7/29/2014,2,9/12/2014 CORROSION,
,2014,1705071,150,WALNUT ST,GERRY RD,LNF,1,150,WALNUT ST,GERRY RD,LNF,7/29/2014,2,8/22/2014 CORROSION,
,2014,1705076,42,WARE POINT RD,W MAIN ST,WBR,1,42,WARE POINT RD,W MAIN ST,WBR,7/30/2014,1,8/1/2014 CORROSION,
,2014,1705077,1,LAFAYETTE ST,CENTRAL ST,SAL,1,1,LAFAYETTE ST,CENTRAL ST,SAL,7/29/2014,3,9/3/2014 OTHER,
,2014,1705078,106,FOREST ST,CEDAR RD,MED,1,106,FOREST ST,CEDAR RD,MED,7/28/2014,2,9/19/2014 CORROSION,
,2014,1705089,2,VICTOR ST,BROADWAY,HAV,1,2,VICTOR ST,BROADWAY,HAV,7/30/2014,3,7/30/2014 OTHER,
,2014,1705090,6,ENT RD,PATTERSON RD,LIN,1,6,ENT RD,PATTERSON RD,LIN,7/30/2014,1,7/30/2014 NATURAL FORCE,
,2014,1705112,540,COMMERCIAL ST,HOLDEN RD,BRA,1,540,COMMERCIAL ST,HOLDEN RD,BRA,7/29/2014,2,9/8/2014 CORROSION,
,2014,1705119,25,MILL ST,TREMAINE ST,LEO,1,25,MILL ST,TREMAINE ST,LEO,7/30/2014,1,7/30/2014 OTHER,
,2014,1705149,7,ENDECOTT ST,WOERD AVE,WAL,1,7,ENDECOTT ST,WOERD AV,WAL,6/9/2014,2,8/20/2014 CORROSION,
,2014,1705154,421,NORTH AVE,BAKER RD,HAV,1,421,N AVE,BAKER RD,HAV,7/30/2014,1,7/28/2014 EQUIPMENT,
,2014,1705155,9,BOYD ST,GALEN ST,WAT,1,9,BOYD ST,GALEN ST,WAT,7/30/2014,1,8/4/2014 NATURAL FORCE,
,2014,1705159,40,PARTRIDGE ST,ANDREW ST,WAT,1,40,PARTRIDGE ST,ANDREW ST,WAT,7/24/2014,2,8/25/2014 NATURAL FORCE,
,2014,1705244,225,SHAWMUT AVE,E BERKELEY ST,BOS,1,225,SHAWMUT AV,E BERKELEY ST,BOS,7/30/2014,1,7/31/2014 OTHER,
,2014,1705272,110,BRAINERD RD,WALBRIDGE ST,BRI,1,110,BRAINERD RD,WALBRIDGE ST,BRI,7/30/2014,1,7/30/2014 OTHER,
,2014,1705272,110,BRAINERD RD,WALBRIDGE ST,BRI,2,110,BRAINERD RD,WALBRIDGE ST,BRI,7/30/2014,1,8/19/2014 CORROSION,
,2014,1705429,7,SAPPHIRE AVE,WEST ST,MAR,1,7,SAPPHIRE AV,WEST ST,MAR,7/30/2014,1,7/30/2014 CORROSION,
,2014,1705496,490,QUINCY AVE,W HOWARD ST,QUI,1,490,QUINCY AV,W HOWARD ST,QUI,7/30/2014,1,7/30/2014 EXCAVATION,
,2014,1705590,2251,WASHINGTON ST,WARREN ST,ROX,1,2251,WASHINGTON ST,WARREN ST,ROX,7/31/2014,1,8/1/2014 OTHER,
,2014,1705590,2251,WASHINGTON ST,WARREN ST,ROX,2,2251,WASHINGTON ST,WARREN ST,ROX,7/31/2014,1,8/1/2014 OTHER,
,2014,1705590,2251,WASHINGTON ST,WARREN ST,ROX,3,2251,WASHINGTON ST,WARREN ST,ROX,7/31/2014,1,8/1/2014 OTHER,
,2014,1705590,2251,WASHINGTON ST,WARREN ST,ROX,4,2251,WASHINGTON ST,WARREN ST,ROX,7/31/2014,1,8/1/2014 OTHER,
,2014,1705796,29,PARK AVE,CRESCENT AVE,MAL,1,29,PARK AV,CRESCENT AV,MAL,7/30/2014,2,9/25/2014 NATURAL FORCE,
,2014,1705831,755,SALEM ST,LAUREL ST,MAL,1,755,SALEM ST,LAUREL ST,MAL,7/31/2014,1,7/31/2014 OTHER,
,2014,1705876,5,TODD LN,CRANBERRY LN,LNF,1,5,TODD LN,CRANBERRY LN,LNF,7/31/2014,1,7/31/2014 CORROSION,
,2014,1705890,106,FLORENCE AVE,CLAREMONT AVE,ARL,1,106,FLORENCE AV,CLAREMONT AV,ARL,7/29/2014,2,9/2/2014 NATURAL FORCE,
,2014,1705900,44,HIGHLAND AVE,ATKINSON CIR,WNT,1,44,HIGHLAND AV,ATKINSON CIR,WNT,7/30/2014 2A,,8/28/2014 NATURAL FORCE,
,2014,1705904,67,EGERTON RD,HERBERT RD,ARL,1,67,EGERTON RD,HERBERT RD,ARL,7/23/2014,2,9/15/2014 OTHER,
,2014,1705908,10,FESSENDEN RD,MASSACHUSETTS AVE,ARL,1,10,FESSENDEN RD,MASSACHUSETTS AV,ARL,7/23/2014,2,9/17/2014 NATURAL FORCE,
,2014,1705915,89,LAKE ST,LAKEHILL AVE,ARL,1,89,LAKE ST,LAKEHILL AV,ARL,7/22/2014 2A,,8/28/2014 CORROSION,
,2014,1705922,9,CAROL CIR,WASHINGTON ST,WRO,1,9,CAROL CIR,WASHINGTON ST,WRO,7/31/2014,1,7/31/2014 CORROSION,
,2014,1705927,18,S MAPLE ST,WALNUT ST,BRK,1,18,S MAPLE ST,WALNUT ST,BRK,7/31/2014,1,8/1/2014 CORROSION,
,2014,1705931,18,LINWOOD ST,BELKNAP ST,ARL,1,18,LINWOOD ST,BELKNAP ST,ARL,7/24/2014,2,11/5/2014 NATURAL FORCE,
,2014,1706014,18,OLDE LANTERN RD,HIGHLAND RD,ACT,1,18,OLDE LANTERN RD,HIGHLAND RD,ACT,7/31/2014,1,8/27/2014 EXCAVATION,
,2014,1706045,51,SLEEPER ST,SEAPORT BLVD,SBO,1,51,SLEEPER ST,SEAPORT BLVD,SBO,7/31/2014,1,7/31/2014 NATURAL FORCE,
,2014,1706045,51,SLEEPER ST,SEAPORT BLVD,SBO,2,51,SLEEPER ST,SEAPORT BLVD,SBO,7/31/2014,1,7/31/2014 NATURAL FORCE,
,2014,1706130,67,OAKCLIFF RD,ARDEN RD,NEW,1,67,OAKCLIFF RD,ARDEN RD,NEW,7/26/2014,2,8/7/2014 OTHER OUTSIDE FORCE,
,2014,1706137,639,MOUNT AUBURN ST,TEMPLETON PKY,WAT,1,639,MOUNT AUBURN ST,TEMPLETON PKWY,WAT,7/28/2014 2A,,8/25/2014 CORROSION,
,2014,1706141,,BELMONT ST,LEXINGTON ST,WAT,1,,BELMONT ST,LEXINGTON ST,WAT,7/29/2014 2A,,9/8/2014 NATURAL FORCE,
,2014,1706157,7,CASS ST,GROVE ST,MEL,1,7,CASS ST,GROVE ST,MEL,7/31/2014,1,7/31/2014 NATURAL FORCE,
,2014,1706170,8,BRAE RD,FURNACE BROOK PKY,QUI,1,8,BRAE RD,FURNACE BROOK PKWY,QUI,7/31/2014,1,7/31/2014 CORROSION,
,2014,1706219,300,COMMERCIAL ST,MEDFORD ST,MAL,1,300,COMMERCIAL ST,MEDFORD ST,MAL,7/31/2014,1,8/1/2014 CORROSION,
,2014,1706219,300,COMMERCIAL ST,MEDFORD ST,MAL,2,300,COMMERCIAL ST,MEDFORD ST,MAL,7/31/2014,1,8/1/2014 CORROSION,
,2014,1706220,945,MOODY ST,CRESCENT ST,WAL,1,945,MOODY ST,CRESCENT ST,WAL,7/31/2014,1,7/31/2014 EXCAVATION,
,2014,1706233,67,CONDON CIR,SUMMER ST,ROC,1,67,CONDON CIR,SUMMER ST,ROC,7/31/2014,1,8/1/2014 MATL OR WELD FAILURE,
,2014,1706261,195,WOODLAND RD,HAWTHORNE AVE,NEW,1,195,WOODLAND RD,HAWTHORNE AV,NEW,7/31/2014,1,8/1/2014 CORROSION,
,2014,1706265,12,WOODCLIFF ST,BLUE HILL AVE,DOR,1,12,WOODCLIFF ST,BLUE HILL AV,DOR,7/31/2014,1,8/1/2014 OTHER,
,2014,1706272,30,MC BRIDE ST,SOUTH ST,JPL,1,30,MC BRIDE ST,SOUTH ST,JPL,7/31/2014,1,8/1/2014 OTHER,
,2014,1706531,8,CAROL CIR,WASHINGTON ST,WRO,1,8,CAROL CIR,WASHINGTON ST,WRO,7/31/2014,1,8/1/2014 CORROSION,
,2014,1706895,3,FRANCIS ST,ELIOT ST,MIL,1,3,FRANCIS ST,ELIOT ST,MIL,7/30/2014,2,9/3/2014 NATURAL FORCE,
,2014,1706908,19,PARK ST,BROADWAY,CHE,1,19,PARK ST,BROADWAY,CHE,7/30/2014,2,9/12/2014 NATURAL FORCE,
,2014,1706933,65,WOBURN ST,WALNUT ST,WAL,1,65,WOBURN ST,WALNUT ST,WAL,7/30/2014,2,11/12/2014 CORROSION,
,2014,1706984,745,MOODY ST,ORANGE ST,WAL,1,745,MOODY ST,ORANGE ST,WAL,8/1/2014,1,8/3/2014 NATURAL FORCE,
,2014,1706985,15,CONGRESS AVE,DIVISION ST,CHE,1,15,CONGRESS AV,DIVISION ST,CHE,8/1/2014,2,8/1/2014 OTHER,
,2014,1706992,,GUILD ST,THORNTON ST,ROX,1,,GUILD ST,THORNTON ST,ROX,6/19/2014,2,9/19/2014 OTHER,
,2014,1706996,4,BRADLEY RD,COLUMBIA RD,ARL,1,4,BRADLEY RD,COLUMBIA RD,ARL,8/1/2014,1,8/4/2014 CORROSION,
,2014,1707018,,RAND ST,PROSPER AVE,MAL,1,,RAND ST,PROSPER AV,MAL,8/1/2014,1,8/1/2014 CORROSION,
,2014,1707069,98,CEDAR ST,HASKELL AVE,CLI,1,98,CEDAR ST,HASKELL AV,CLI,8/1/2014,1,8/1/2014 OTHER,
,2014,1707118,139,W SQUANTUM ST,SMALL ST,QUI,1,139,W SQUANTUM ST,SMALL ST,QUI,8/1/2014 2A,,8/1/2014 CORROSION,
,2014,1707125,,WELLMAN AVE,LAFAYETTE ST,CFD,1,,WELLMAN AV,LAFAYETTE ST,CFD,8/1/2014,1,8/1/2014 OTHER,
,2014,1707333,42,HARBOR VIEW LN,OLD HARBOR RD,NCH,1,42,HARBOR VIEW LN,OLD HARBOR RD,NCH,8/1/2014,1,8/5/2014 EXCAVATION,
,,,,,,,,,,,,,,,
Essex Gas Company,,,,,,,,,,,,,,,
d/b/a National Grid,,,,,,,,,,,,,,,
D.P.U. 15-SQ-07,,,,,,,,,,,,,,,
Section 5,,,,,,,,,,,,,,,
Attachment 2,,,,,,,,,,,,,,,
LEAK_REPAIR_YEAR,,LEAK_NO,REPORTED_HOUSE_NUMBER,REPORTED_STREET,REPORTED_CROSS_STREET,REPORTED_TOWN,REPAIR_NO,REPAIRED_HOUSE_NUMBER,REPAIRED_STREET,REPAIRED_CROSS_STREET,REPAIRED_TOWN,REPORTED_DATE,CLASS_CURRENT,REPAIRED_DATE,LEAK_CAUSE
Page 63 of 93,2014,1707853,75,OLD MAIN ST,TROTTING PARK RD,WDE,1,75,OLD MAIN ST,TROTTING PARK RD,WDE,8/2/2014,1,8/2/2014 EXCAVATION,
,2014,1707965,15,HOWES ST,SEASIDE AVE,DEN,1,15,HOWES ST,SEASIDE AV,DEN,8/2/2014,1,8/2/2014 EXCAVATION,
,2014,1707978,80,WATERWAY,BRIGHT COVES WAY,NES,1,80,WATERWAY,BRIGHT COVES WY,NES,8/2/2014,1,8/2/2014 CORROSION,
,2014,1708024,580,NANTASKET AVE,PACKARD AVE,HUL,1,580,NANTASKET AV,PACKARD AV,HUL,8/2/2014,1,8/2/2014 CORROSION,
,2014,1708271,230,MARLBORO ST,JANET RD,QUI,1,230,MARLBORO ST,JANET RD,QUI,8/2/2014,1,8/2/2014 NATURAL FORCE,
,2014,1708329,194,M ST,E 8TH ST,SBO,1,194,M ST,E 8TH ST,SBO,8/2/2014,1,8/3/2014 CORROSION,
,2014,1708333,624,HAMMOND ST,HEATH ST,BRO,1,624,HAMMOND ST,HEATH ST,BRO,8/2/2014,1,8/5/2014 OTHER,
,2014,1708925,15,GOELETTA DR,BOXBERRY HILL RD,HTV,1,15,GOELETTA DR,BOXBERRY HILL RD,HTV,8/3/2014,1,8/3/2014 EXCAVATION,
,2014,1709262,592,MAIN ST,DEPOT ST,DEP,1,592,MAIN ST,DEPOT ST,DEP,8/3/2014,1,8/4/2014 CORROSION,
,2014,1709470,185,MASSACHUSETTS AVE,CLEARWAY ST,BOS,1,185,MASSACHUSETTS AV,CLEARWAY ST,BOS,8/3/2014,1,8/5/2014 OTHER,
,2014,1709489,103,STUART ST,TREMONT ST,BOS,1,103,STUART ST,TREMONT ST,BOS,8/3/2014,1,8/4/2014 OTHER,
,2014,1709544,27,E EMERSON ST,LEBANON ST,MEL,1,27,E EMERSON ST,LEBANON ST,MEL,8/3/2014,1,8/4/2014 EXCAVATION,
,2014,1709783,180,HYDE PARK AVE,PATTEN ST,JPL,1,180,HYDE PARK AV,PATTEN ST,JPL,7/23/2014,2,8/28/2014 OTHER,
,2014,1709790,,CHELMSFORD ST,STEADMAN ST,CFD,1,980,CHELMSFORD ST,STEADMAN ST,LOW,7/15/2014,2,9/3/2014 CORROSION,
,2014,1709791,5,GANNETT ST,HOLBORN ST,ROX,1,5,GANNETT ST,HOLBORN ST,ROX,7/23/2014,2,8/12/2014 MATL OR WELD FAILURE,
,2014,1709801,4,CALVARY ST,NEWTON ST,WAL,1,4,CALVARY ST,NEWTON ST,WAL,8/4/2014,1,8/4/2014 CORROSION,
,2014,1709801,4,CALVARY ST,NEWTON ST,WAL,2,4,CALVARY ST,NEWTON ST,WAL,8/4/2014,1,8/4/2014 CORROSION,
,2014,1709801,4,CALVARY ST,NEWTON ST,WAL,3,4,CALVARY ST,NEWTON ST,WAL,8/4/2014,1,8/4/2014 CORROSION,
,2014,1709801,4,CALVARY ST,NEWTON ST,WAL,4,4,CALVARY ST,NEWTON ST,WAL,8/4/2014,1,8/4/2014 CORROSION,
,2014,1709805,4,THOMAS RD,WESTON RD,WEL,1,4,THOMAS RD,WESTON RD,WEL,8/1/2014 2A,,8/5/2014 NATURAL FORCE,
,2014,1709816,765,LYNNFIELD ST,COBB LN,LNN,1,765,LYNNFIELD ST,COBB LN,LNN,7/28/2014,2,10/15/2014 CORROSION,
,2014,1709820,22,RUNNING BROOK RD,WOODLEY AVE,WRO,1,22,RUNNING BROOK RD,WOODLEY AV,WRO,7/26/2014,2,7/28/2014 OTHER,
,2014,1709879,87,WEATHERSFIELD ST,BRADFORD ST,ROW,1,87,WEATHERSFIELD ST,BRADFORD ST,ROW,7/30/2014,2,8/18/2014 CORROSION,
,2014,1709883,21,MORELAND RD,WABAN RD,QUI,1,21,MORELAND RD,WABAN RD,QUI,7/10/2014,2,8/19/2014 CORROSION,
,2014,1709887,261,MAIN ST,PHIPPS ST,CHA,1,261,MAIN ST,PHIPPS ST,CHA,8/4/2014 2A,,11/5/2014 OTHER,
,2014,1709894,25,S MOUNTAIN AVE,LEBANON ST,MEL,1,25,S MOUNTAIN AV,LEBANON ST,MEL,8/1/2014 2A,,8/28/2014 CORROSION,
,2014,1709898,,SERVICE RD,THICKET RUN RD,SAN,1,,SERVICE RD,THICKET RUN RD,SAN,8/4/2014,1,8/4/2014 EXCAVATION,
,2014,1709905,165,LAKE ST,BOWDOIN AVE,WAL,1,165,LAKE ST,BOWDOIN AV,WAL,8/4/2014,1,8/4/2014 NATURAL FORCE,
,2014,1709909,57,MIDDLESEX AVE,BERKSHIRE ST,SWA,1,57,MIDDLESEX AV,BERKSHIRE ST,SWA,7/31/2014,2,9/11/2014 CORROSION,
,2014,1709916,906,SEA ST,NEWTON ST,QUI,1,906,SEA ST,NEWTON ST,QUI,8/4/2014,1,8/4/2014 CORROSION,
,2014,1709916,906,SEA ST,NEWTON ST,QUI,2,906,SEA ST,NEWTON ST,QUI,8/4/2014,1,8/4/2014 CORROSION,
,2014,1709920,110,CENTRE ST,KENT ST,QUI,1,110,CENTRE ST,KENT ST,QUI,7/31/2014,2,8/19/2014 OTHER,
,2014,1709921,46,CRESCENT AVE,PLEASANT AVE,LNF,1,46,CRESCENT AV,PLEASANT AV,LNF,7/30/2014,2,8/26/2014 CORROSION,
,2014,1709925,1135,TREMONT ST,COLUMBUS AVE,ROX,1,1135,TREMONT ST,COLUMBUS AV,ROX,8/4/2014,2,8/7/2014 NATURAL FORCE,
,2014,1709925,1135,TREMONT ST,COLUMBUS AVE,ROX,2,1135,TREMONT ST,COLUMBUS AV,ROX,8/4/2014,2,8/8/2014 OTHER,
,2014,1709925,1135,TREMONT ST,COLUMBUS AVE,ROX,3,1135,TREMONT ST,COLUMBUS AV,ROX,8/4/2014,2,8/14/2014 MATL OR WELD FAILURE,
,2014,1709925,1135,TREMONT ST,COLUMBUS AVE,ROX,4,1135,TREMONT ST,COLUMBUS AV,ROX,8/4/2014,2,9/12/2014 OTHER,
,2014,1709925,1135,TREMONT ST,COLUMBUS AVE,ROX,5,1135,TREMONT ST,COLUMBUS AV,ROX,8/4/2014,2,9/18/2014 OTHER,
,2014,1709926,670,ADAMS ST,ROBERTSON ST,QUI,1,670,ADAMS ST,ROBERTSON ST,QUI,8/1/2014,2,10/20/2014 CORROSION,
,2014,1709937,142,ELLIOTT ST,DOCK LN,BEV,1,142,ELLIOTT ST,DOCK LN,BEV,7/30/2014,2,8/21/2014 OTHER,
,2014,1709950,77,MARGARET RD,HELEN RD,ABI,1,77,MARGARET RD,HELEN RD,ABI,8/4/2014,1,8/6/2014 EXCAVATION,
,2014,1709963,25,VARICK RD,SANBORN AVE,WRO,1,25,VARICK RD,SANBORN AV,WRO,7/28/2014,1,8/4/2014 CORROSION,
,2014,1709967,12,EAST ST,ADAMS ST,LEX,1,12,EAST ST,ADAMS ST,LEX,8/4/2014,1,8/5/2014 EXCAVATION,
,2014,1709980,1071,MAIN ST,FOREST RD,SYA,1,1071,MAIN ST,FOREST RD,SYA,8/4/2014,1,8/4/2014 CORROSION,
,2014,1710031,128,LINCOLN ST,VIVIEN ST,REV,1,128,LINCOLN ST,VIVIEN ST,REV,8/4/2014,1,8/4/2014 CORROSION,
,2014,1710051,943,CHESTNUT ST,BOYLSTON ST,NEW,1,943,CHESTNUT ST,BOYLSTON ST,NEW,8/4/2014,1,8/12/2014 CORROSION,
,2014,1710051,943,CHESTNUT ST,BOYLSTON ST,NEW,2,943,CHESTNUT ST,BOYLSTON ST,NEW,8/4/2014,1,8/12/2014 CORROSION,
,2014,1710096,207,EDGEWATER DR W,PEMBROKE DR,SES,1,207,EDGEWATER DR W,PEMBROKE DR,SES,8/4/2014,1,8/4/2014 EXCAVATION,
,2014,1710130,39,GLENROSE AVE,QUINCY AVE,BRA,1,39,GLENROSE AV,QUINCY AV,BRA,8/4/2014,1,8/4/2014 CORROSION,
,2014,1710140,18,HASTINGS ST,CENTRE ST,WRO,1,18,HASTINGS ST,CENTRE ST,WRO,8/4/2014,1,8/4/2014 CORROSION,
,2014,1710140,18,HASTINGS ST,CENTRE ST,WRO,2,18,HASTINGS ST,CENTRE ST,WRO,8/4/2014,1,8/4/2014 MATL OR WELD FAILURE,
,2014,1710140,18,HASTINGS ST,CENTRE ST,WRO,3,18,HASTINGS ST,CENTRE ST,WRO,8/4/2014,1,8/4/2014 MATL OR WELD FAILURE,
,2014,1710140,18,HASTINGS ST,CENTRE ST,WRO,4,18,HASTINGS ST,CENTRE ST,WRO,8/4/2014,1,8/4/2014 MATL OR WELD FAILURE,
,2014,1710140,18,HASTINGS ST,CENTRE ST,WRO,5,18,HASTINGS ST,CENTRE ST,WRO,8/4/2014,1,8/4/2014 MATL OR WELD FAILURE,
,2014,1710225,425,TRAPELO RD,HAWTHORNE ST,BEL,1,425,TRAPELO RD,HAWTHORNE ST,BEL,8/4/2014,1,8/5/2014 EQUIPMENT,
,2014,1710289,1,WHEELING AVE,OLYMPIA AVE,WOB,1,1,WHEELING AV,OLYMPIA AV,WOB,8/4/2014,1,8/4/2014 OTHER,
,2014,1710314,97,PHEASANT COVE CIR,WHIPPORWILL LN,YAR,1,97,PHEASANT COVE CIR,WHIPPORWILL LN,YAR,8/4/2014,1,8/4/2014 CORROSION,
,2014,1710375,,HIGH POPPLES RD,HARRIET RD,GLO,1,,HIGH POPPLES RD,HARRIET RD,GLO,8/4/2014,1,8/4/2014 CORROSION,
,2014,1710799,394,ELLIOT ST,RIVER AVE,NEW,1,394,ELLIOT ST,RIVER AV,NEW,8/5/2014,1,8/5/2014 EXCAVATION,
,2014,1710800,17,WHEELER AVE,SWAINS POND AVE,MEL,1,17,WHEELER AV,SWAINS POND AV,MEL,8/5/2014 2A,,8/5/2014 CORROSION,
,2014,1710810,29,HARBOR VILLA AVE,QUINCY AVE,BRA,1,29,HARBOR VILLA AV,QUINCY AV,BRA,8/4/2014,2,9/3/2014 NATURAL FORCE,
,2014,1710811,220,NORTHAMPTON ST,NORTHAMPTON PL,BOS,1,220,NORTHAMPTON ST,NORTHAMPTON PL,BOS,8/5/2014,2,8/5/2014 OTHER,
,2014,1710812,13,17TH AVE,MAIN ST,HAV,1,13,17TH AV,MAIN ST,HAV,7/31/2014,2,8/14/2014 OTHER,
,2014,1710816,114,ANAWAN AVE,STRATFORD ST,WRO,1,114,ANAWAN AV,STRATFORD ST,WRO,8/5/2014,1,8/6/2014 OTHER,
,2014,1710816,114,ANAWAN AVE,STRATFORD ST,WRO,2,114,ANAWAN AV,STRATFORD ST,WRO,8/5/2014,1,8/6/2014 OTHER,
,2014,1710823,1858,CENTRE ST,COREY ST,WRO,1,1858,CENTRE ST,COREY ST,WRO,8/4/2014,1,8/5/2014 OTHER,
,2014,1710835,730,MASSACHUSETTS AVE,ACADEMY ST,ARL,1,730,MASSACHUSETTS AV,ACADEMY ST,ARL,8/5/2014,1,8/6/2014 OTHER,
,2014,1710855,160,SCHOOL ST,GORMANS CT,WAL,1,160,SCHOOL ST,GORMANS CT,WAL,8/5/2014,1,8/5/2014 NATURAL FORCE,
,2014,1710859,55,HOWARD AVE,ARLINGTON ST,LNF,1,55,HOWARD AV,ARLINGTON ST,LNF,8/4/2014,2,8/21/2014 CORROSION,
,2014,1710859,55,HOWARD AVE,ARLINGTON ST,LNF,2,55,HOWARD AV,ARLINGTON ST,LNF,8/4/2014,2,8/21/2014 CORROSION,
,2014,1710863,25,HOWARD AVE,FOREST HILL AVE,LNF,1,25,HOWARD AV,FOREST HILL AV,LNF,8/4/2014,2,9/17/2014 CORROSION,
,2014,1710870,19,SCHOOL ST,COX CT,BEV,1,19,SCHOOL ST,COX CT,BEV,7/29/2014,2,9/3/2014 OTHER,
,2014,1710870,19,SCHOOL ST,COX CT,BEV,2,19,SCHOOL ST,COX CT,BEV,7/29/2014,2,9/3/2014 OTHER,
,2014,1710871,,BRASSIE WAY,MIDIRON WAY,NES,1,,BRASSIE WY,MIDIRON WY,NES,8/5/2014,1,8/5/2014 OTHER,
,2014,1710882,27,BOW ST,BOW ST EXT,SAU,1,27,BOW ST,BOW ST EXT,SAU,8/4/2014,2,8/20/2014 OTHER,
,2014,1710893,15,CABOT ST,LYME ST,SAL,1,15,CABOT ST,LYME ST,SAL,8/5/2014,1,8/5/2014 EXCAVATION,
,2014,1710934,38,KENNETH ST,CLEMENT AVE,WRO,1,38,KENNETH ST,CLEMENT AV,WRO,8/5/2014,1,8/5/2014 CORROSION,
,2014,1710995,76,GRANVILLE AVE,GRANVILLE PL,MAL,1,76,GRANVILLE AV,GRANVILLE PL,MAL,8/5/2014,1,8/5/2014 NATURAL FORCE,
,2014,1711008,408,HYDE PARK AVE,FLORIAN ST,ROS,1,408,HYDE PARK AV,FLORIAN ST,ROS,8/5/2014,1,8/6/2014 OTHER,
,2014,1711019,7,MOUNT HOOD RD,COREY RD,BRI,1,7,MOUNT HOOD RD,COREY RD,BRI,7/14/2014 2A,,9/2/2014 OTHER,
,2014,1711035,209,CAMBRIDGE ST,GARDEN ST,BOS,1,209,CAMBRIDGE ST,GARDEN ST,BOS,7/20/2014 2A,,9/20/2014 MATL OR WELD FAILURE,
,2014,1711039,12,THORNDIKE ST,PEARL ST,RDG,1,12,THORNDIKE ST,PEARL ST,RDG,8/5/2014,2,8/23/2014 NATURAL FORCE,
,2014,1711067,,LEXINGTON ST,STEARNS HILL RD,WAL,1,,LEXINGTON ST,STEARNS HILL RD,WAL,8/5/2014,1,8/5/2014 NATURAL FORCE,
,2014,1711074,602,CHESTNUT ST,COOKS FARM LN,LNF,1,602,CHESTNUT ST,COOKS FARM LN,LNF,8/5/2014,1,8/18/2014 EXCAVATION,
