LEAK_NO,REPORTED_HOUSE_NUMBER REPORTED_STREET,REPORTED_CROSS_STREET,REPORTED_TOWN,REPAIR_NO,REPAIRED_HOUSE_NUMBER,REPAIRED_STREET,REPAIRED_CROSS_STREET,REPAIRED_TOWN,REPORTED_DATE,CLASS_CURRENT,REPAIRED_DATE,LEAK_CAUSE,,,
,2014,1539847,1425,BLUE HILL AVE,TENNIS RD,DOR,1,1425,BLUE HILL AV,TENNIS RD,DOR,2/21/2014,1,2/25/2014 OTHER,
,2014,1539847,1425,BLUE HILL AVE,TENNIS RD,DOR,2,1425,BLUE HILL AV,TENNIS RD,DOR,2/21/2014,1,2/25/2014 OTHER,
,2014,1539852,88,PALMER ST,WARREN ST,ARL,1,88,PALMER ST,WARREN ST,ARL,2/21/2014,1,2/21/2014 NATURAL FORCE,
,2014,1539885,109,WOODYCREST AVE,JUDITH AVE,SOU,1,109,WOODYCREST AV,JUDITH AV,SOU,2/21/2014,1,2/21/2014 CORROSION,
,2014,1539990,37,MALDEN ST,REYNOLDS AVE,EVE,1,37,MALDEN ST,REYNOLDS AV,EVE,2/21/2014,1,2/21/2014 OTHER,
,2014,1539990,37,MALDEN ST,REYNOLDS AVE,EVE,2,37,MALDEN ST,REYNOLDS AV,EVE,2/21/2014,1,2/22/2014 OTHER,
,2014,1540027,67,DOROTHY RD,LITTLEJOHN ST,ARL,1,67,DOROTHY RD,LITTLEJOHN ST,ARL,2/21/2014,1,2/21/2014 OTHER,
,2014,1540028,95,SYDNEY ST,ROMSEY ST,DOR,1,95,SYDNEY ST,ROMSEY ST,DOR,2/21/2014,1,2/22/2014 CORROSION,
,2014,1540096,2,RAVENWOOD RD,LYNNFIELD ST,PEA,1,2,RAVENWOOD RD,LYNNFIELD ST,PEA,2/21/2014,1,2/22/2014 CORROSION,
,2014,1540096,2,RAVENWOOD RD,LYNNFIELD ST,PEA,2,2,RAVENWOOD RD,LYNNFIELD ST,PEA,2/21/2014,1,2/22/2014 CORROSION,
,2014,1540113,420,LINCOLN AVE,OAK HILL RD,SAU,1,420,LINCOLN AV,OAK HILL RD,SAU,2/19/2014,2,5/30/2014 CORROSION,
,2014,1540114,401,MATTHEW LN,MATTHEW CIR,BRA,1,401,MATTHEW LN,MATTHEW CIR,BRA,2/21/2014,1,2/21/2014 EQUIPMENT,
,2014,1540251,390,BROADWAY,MAIN ST,SOM,1,390,BROADWAY,MAIN ST,SOM,2/21/2014,1,2/22/2014 OTHER,
,2014,1540251,390,BROADWAY,MAIN ST,SOM,2,390,BROADWAY,MAIN ST,SOM,2/21/2014,1,2/22/2014 EQUIPMENT,
,2014,1540320,2,ABBEY RD,WASHINGTON ST,QUI,1,2,ABBEY RD,WASHINGTON ST,QUI,2/21/2014,1,2/22/2014 OTHER,
,2014,1540554,65,POPLAR ST,POPLAR CT,GLO,1,65,POPLAR ST,POPLAR CT,GLO,2/21/2014,1,2/22/2014 CORROSION,
,2014,1540583,1789,WASHINGTON ST,NORTHAMPTON ST,BOS,1,1789,WASHINGTON ST,NORTHAMPTON ST,BOS,2/21/2014,1,3/5/2014 OTHER,
,2014,1540583,1789,WASHINGTON ST,NORTHAMPTON ST,BOS,2,1789,WASHINGTON ST,NORTHAMPTON ST,BOS,2/21/2014,1,3/5/2014 OTHER,
,2014,1541161,28,EVERETT ST,MAIN ST,EVE,1,28,EVERETT ST,MAIN ST,EVE,2/22/2014,1,2/26/2014 NATURAL FORCE,
,2014,1541161,28,EVERETT ST,MAIN ST,EVE,2,28,EVERETT ST,MAIN ST,EVE,2/22/2014,1,2/26/2014 CORROSION,
,2014,1541270,224,FEDERAL AVE,LURTON ST,QUI,1,224,FEDERAL AV,LURTON ST,QUI,2/22/2014,1,2/22/2014 NATURAL FORCE,
,2014,1541343,244,GOODMANS HILL RD,BREWSTER RD,SUD,1,244,GOODMANS HILL RD,BREWSTER RD,SUD,2/22/2014,1,2/22/2014 NATURAL FORCE,
,2014,1541360,80,JOSH GRAY RD,MONCRIEF RD,ROC,1,80,JOSH GRAY RD,MONCRIEF RD,ROC,2/22/2014,1,2/26/2014 MATL OR WELD FAILURE,
,2014,1541421,46,MCCLURE ST,BELGRADE ST,REV,1,46,MCCLURE ST,BELGRADE ST,REV,2/22/2014,1,2/22/2014 CORROSION,
,2014,1541450,3,ASHTON AVE,CHEEVER AVE,DRA,1,3,ASHTON AV,CHEEVER AV,DRA,2/22/2014,1,2/22/2014 OTHER,
,2014,1541507,58,BARTLETT ST,SCHOOL ST,CHA,1,58,BARTLETT ST,SCHOOL ST,CHA,2/22/2014,1,2/23/2014 CORROSION,
,2014,1541532,31,WESTERN AVE,MAIN ST,HUL,1,31,WESTERN AV,MAIN ST,HUL,2/22/2014,1,2/25/2014 MATL OR WELD FAILURE,
,2014,1541645,8,EAST ST,CROSS ST,WNC,1,8,EAST ST,CROSS ST,WNC,2/22/2014,1,2/22/2014 NATURAL FORCE,
,2014,1541670,706,JERUSALEM RD,HOWE RD,COH,1,706,JERUSALEM RD,HOWE RD,COH,2/22/2014,1,2/23/2014 CORROSION,
,2014,1541711,36,LEWIS WF,ATLANTIC AVE,BOS,1,36,LEWIS WF,ATLANTIC AV,BOS,2/22/2014,1,2/23/2014 OTHER,
,2014,1541711,36,LEWIS WF,ATLANTIC AVE,BOS,2,36,LEWIS WF,ATLANTIC AV,BOS,2/22/2014,1,2/23/2014 OTHER,
,2014,1541711,36,LEWIS WF,ATLANTIC AVE,BOS,3,36,LEWIS WF,ATLANTIC AV,BOS,2/22/2014,1,2/23/2014 CORROSION,
,2014,1541711,36,LEWIS WF,ATLANTIC AVE,BOS,4,36,LEWIS WF,ATLANTIC AV,BOS,2/22/2014,1,2/25/2014 OTHER,
,2014,1541711,36,LEWIS WF,ATLANTIC AVE,BOS,5,36,LEWIS WF,ATLANTIC AV,BOS,2/22/2014,1,2/25/2014 OTHER,
,2014,1541711,36,LEWIS WF,ATLANTIC AVE,BOS,6,36,LEWIS WF,ATLANTIC AV,BOS,2/22/2014,1,2/26/2014 NATURAL FORCE,
,2014,1541788,69,HOWITT RD,LAGRANGE ST,WRO,1,69,HOWITT RD,LAGRANGE ST,WRO,2/22/2014,1,2/22/2014 OTHER,
,2014,1541941,349,CENTRAL AVE,ALLERTON RD,MIL,1,349,CENTRAL AV,ALLERTON RD,MIL,2/22/2014,1,2/27/2014 NATURAL FORCE,
,2014,1542306,,UNION ST,BROAD ST,LNN,1,,UNION ST,BROAD ST,LNN,2/23/2014,1,2/23/2014 NATURAL FORCE,
,2014,1542306,,UNION ST,BROAD ST,LNN,2,,UNION ST,BROAD ST,LNN,2/23/2014,1,3/7/2014 NATURAL FORCE,
,2014,1542306,,UNION ST,BROAD ST,LNN,3,,UNION ST,BROAD ST,LNN,2/23/2014,1,3/7/2014 NATURAL FORCE,
,2014,1542339,195,MARKET ST,B,LNN,1,195,MARKET ST,B,LNN,2/23/2014,1,2/23/2014 OTHER,
,2014,1542400,11,MILL ST,BEACH ST,REV,1,11,MILL ST,BEACH ST,REV,2/23/2014,1,2/23/2014 NATURAL FORCE,
,2014,1542400,11,MILL ST,BEACH ST,REV,2,11,MILL ST,BEACH ST,REV,2/23/2014,1,2/23/2014 OTHER,
,2014,1542400,11,MILL ST,BEACH ST,REV,3,11,MILL ST,BEACH ST,REV,2/23/2014,1,2/23/2014 OTHER,
,2014,1542400,11,MILL ST,BEACH ST,REV,4,11,MILL ST,BEACH ST,REV,2/23/2014,1,2/23/2014 OTHER,
,2014,1542400,11,MILL ST,BEACH ST,REV,5,11,MILL ST,BEACH ST,REV,2/23/2014,1,2/23/2014 OTHER,
,2014,1542534,42,CAROLINA AVE,SOUTH ST,JPL,1,42,CAROLINA AV,SOUTH ST,JPL,2/23/2014,1,2/25/2014 NATURAL FORCE,
,2014,1542563,90,WINCHESTER ST,DEDHAM ST,NEW,1,90,WINCHESTER ST,DEDHAM ST,NEW,2/23/2014,1,2/26/2014 OTHER,
,2014,1542724,73,BARTLETT AVE,JEANETTE AVE,BEL,1,73,BARTLETT AV,JEANETTE AV,BEL,2/23/2014,1,2/24/2014 OTHER,
,2014,1542724,73,BARTLETT AVE,JEANETTE AVE,BEL,2,73,BARTLETT AV,JEANETTE AV,BEL,2/23/2014,1,2/24/2014 CORROSION,
,2014,1542801,409,BEACON ST,GLOUCESTER ST,BOS,1,409,BEACON ST,GLOUCESTER ST,BOS,2/23/2014,1,2/25/2014 CORROSION,
,2014,1542859,89,ARLINGTON ST,BELMONT ST,NEW,1,89,ARLINGTON ST,BELMONT ST,NEW,2/16/2014,1,2/16/2014 NATURAL FORCE,
,2014,1542871,39,GREYCLIFF RD,GERALD RD,BRI,1,39,GREYCLIFF RD,GERALD RD,BRI,2/23/2014,1,2/24/2014 OTHER,
,2014,1542871,39,GREYCLIFF RD,GERALD RD,BRI,2,39,GREYCLIFF RD,GERALD RD,BRI,2/23/2014,1,2/24/2014 OTHER,
,2014,1542871,39,GREYCLIFF RD,GERALD RD,BRI,3,39,GREYCLIFF RD,GERALD RD,BRI,2/23/2014,1,2/24/2014 OTHER,
,2014,1542871,39,GREYCLIFF RD,GERALD RD,BRI,4,39,GREYCLIFF RD,GERALD RD,BRI,2/23/2014,1,2/24/2014 OTHER,
,2014,1542988,49,SUMMIT ST,CRESCENT DR,SAL,1,49,SUMMIT ST,CRESCENT DR,SAL,2/23/2014,1,2/23/2014 EQUIPMENT,
,2014,1542988,49,SUMMIT ST,CRESCENT DR,SAL,2,49,SUMMIT ST,CRESCENT DR,SAL,2/23/2014,1,2/23/2014 EQUIPMENT,
,2014,1542988,49,SUMMIT ST,CRESCENT DR,SAL,3,49,SUMMIT ST,CRESCENT DR,SAL,2/23/2014,1,2/23/2014 EQUIPMENT,
,2014,1542997,149,MASSACHUSETTS AVE,HAVILAND ST,BOS,1,149,MASSACHUSETTS AV,HAVILAND ST,BOS,2/23/2014,1,2/28/2014 OTHER,
,2014,1542997,149,MASSACHUSETTS AVE,HAVILAND ST,BOS,2,149,MASSACHUSETTS AV,HAVILAND ST,BOS,2/23/2014,1,2/28/2014 OTHER,
,2014,1543035,173,BAINBRIDGE ST,OTIS ST,MAL,1,173,BAINBRIDGE ST,OTIS ST,MAL,2/23/2014,1,2/24/2014 CORROSION,
,2014,1543035,173,BAINBRIDGE ST,OTIS ST,MAL,2,173,BAINBRIDGE ST,OTIS ST,MAL,2/23/2014,1,2/24/2014 CORROSION,
,2014,1543040,45,WESTMOOR RD,RUNNING BROOK RD,WRO,1,45,WESTMOOR RD,RUNNING BROOK RD,WRO,2/16/2014,1,2/24/2014 CORROSION,
,2014,1543053,50,MARSHALL ST,CHESTNUT TER,NEW,1,50,MARSHALL ST,CHESTNUT TER,NEW,2/23/2014,1,2/24/2014 CORROSION,
,2014,1543053,50,MARSHALL ST,CHESTNUT TER,NEW,2,50,MARSHALL ST,CHESTNUT TER,NEW,2/23/2014,1,2/24/2014 OTHER,
,2014,1543202,8,CHANDLER ST,SYCAMORE ST,WAT,1,8,CHANDLER ST,SYCAMORE ST,WAT,2/23/2014,1,2/24/2014 NATURAL FORCE,
,2014,1543698,115,PINQUICKSET COVE CIR,MAIN ST,COT,1,115,PINQUICKSET COVE CIR,MAIN ST,COT,2/13/2014,2,4/15/2014 EQUIPMENT,
,2014,1543707,27,WIANNO AVE,MAIN ST,OST,1,27,WIANNO AV,MAIN ST,OST,2/15/2014 2A,,4/16/2014 CORROSION,
,2014,1543764,32,NEEDHAM ST,EASY ST,NEW,1,32,NEEDHAM ST,EASY ST,NEW,2/24/2014,1,2/25/2014 OTHER,
,2014,1543789,50,CROSS ST,EVERETT AVE,SOM,1,50,CROSS ST,EVERETT AV,SOM,2/24/2014,1,2/24/2014 OTHER,
,2014,1543789,50,CROSS ST,EVERETT AVE,SOM,2,50,CROSS ST,EVERETT AV,SOM,2/24/2014,1,2/24/2014 OTHER,
,2014,1543814,143,SOUTH ST,BEACH ST,BOS,1,143,SOUTH ST,BEACH ST,BOS,2/24/2014,1,2/24/2014 NATURAL FORCE,
,2014,1543859,,CHELSEA ST,E EAGLE ST,EBO,1,,CHELSEA ST,E EAGLE ST,EBO,2/24/2014,1,3/8/2014 OTHER,
,2014,1543859,,CHELSEA ST,E EAGLE ST,EBO,2,,CHELSEA ST,E EAGLE ST,EBO,2/24/2014,1,3/8/2014 OTHER,
,2014,1543859,,CHELSEA ST,E EAGLE ST,EBO,3,,CHELSEA ST,E EAGLE ST,EBO,2/24/2014,1,3/5/2014 EQUIPMENT,
,2014,1543859,,CHELSEA ST,E EAGLE ST,EBO,4,,CHELSEA ST,E EAGLE ST,EBO,2/24/2014,1,3/5/2014 EQUIPMENT,
,2014,1543859,,CHELSEA ST,E EAGLE ST,EBO,5,,CHELSEA ST,E EAGLE ST,EBO,2/24/2014,1,3/5/2014 EQUIPMENT,
,2014,1543859,,CHELSEA ST,E EAGLE ST,EBO,6,,CHELSEA ST,E EAGLE ST,EBO,2/24/2014,1,3/10/2014 EQUIPMENT,
,2014,1543868,24,LARCH RD,MOLLOY RD,GEO,1,24,LARCH RD,MOLLOY RD,GEO,2/24/2014,1,2/24/2014 EXCAVATION,
,2014,1543937,3,CHARLTON ST,BERNARD AVE,EVE,1,3,CHARLTON ST,BERNARD AV,EVE,2/24/2014,1,2/24/2014 NATURAL FORCE,
,2014,1543937,3,CHARLTON ST,BERNARD AVE,EVE,2,3,CHARLTON ST,BERNARD AV,EVE,2/24/2014,1,2/24/2014 NATURAL FORCE,
,2014,1543974,435,NEWBURY ST,NORTH ST,DAN,1,435,NEWBURY ST,NORTH ST,DAN,2/24/2014,1,2/24/2014 EQUIPMENT,
,2014,1543983,17,BIGELOW ST,JUSTIN RD,BRI,1,17,BIGELOW ST,JUSTIN RD,BRI,2/24/2014,1,2/25/2014 CORROSION,
,2014,1543983,17,BIGELOW ST,JUSTIN RD,BRI,2,17,BIGELOW ST,JUSTIN RD,BRI,2/24/2014,1,2/25/2014 OTHER,
,,,,,,,,,,,,,,,
Essex Gas Company,,,,,,,,,,,,,,,
d/b/a National Grid,,,,,,,,,,,,,,,
D.P.U. 15-SQ-07,,,,,,,,,,,,,,,
Section 5,,,,,,,,,,,,,,,
Attachment 2,,,,,,,,,,,,,,,
LEAK_REPAIR_YEAR,,LEAK_NO,REPORTED_HOUSE_NUMBER,REPORTED_STREET,REPORTED_CROSS_STREET,REPORTED_TOWN,REPAIR_NO,REPAIRED_HOUSE_NUMBER,REPAIRED_STREET,REPAIRED_CROSS_STREET,REPAIRED_TOWN,REPORTED_DATE,CLASS_CURRENT,REPAIRED_DATE,LEAK_CAUSE
Page 22 of 93,2014,1543983,17,BIGELOW ST,JUSTIN RD,BRI,3,17,BIGELOW ST,JUSTIN RD,BRI,2/24/2014,1,2/25/2014 OTHER,
,2014,1544004,236,SUMNER ST,S BREMEN ST,EBO,1,236,SUMNER ST,S BREMEN ST,EBO,2/24/2014,1,2/25/2014 EXCAVATION,
,2014,1544013,14,QUINCEFIELD ST,HUMPHREYS ST,DOR,1,14,QUINCEFIELD ST,HUMPHREYS ST,DOR,2/24/2014,1,2/24/2014 EXCAVATION,
,2014,1544013,14,QUINCEFIELD ST,HUMPHREYS ST,DOR,2,14,QUINCEFIELD ST,HUMPHREYS ST,DOR,2/24/2014,1,2/24/2014 EXCAVATION,
,2014,1544013,14,QUINCEFIELD ST,HUMPHREYS ST,DOR,3,14,QUINCEFIELD ST,HUMPHREYS ST,DOR,2/24/2014,1,2/25/2014 EXCAVATION,
,2014,1544026,262,BEACON ST,LAWRENCE AVE,NEW,1,262,BEACON ST,LAWRENCE AV,NEW,2/24/2014,1,2/25/2014 OTHER,
,2014,1544079,11,GILBERT ST,EMERSON PL,LNN,1,11,GILBERT ST,EMERSON PL,LNN,2/24/2014,1,2/24/2014 NATURAL FORCE,
,2014,1544088,65,DOROTHY RD,LITTLEJOHN ST,ARL,1,65,DOROTHY RD,LITTLEJOHN ST,ARL,2/24/2014,1,2/25/2014 NATURAL FORCE,
,2014,1544121,44,CINDERELLA TER,RACE LN,MAM,1,44,CINDERELLA TER,RACE LN,MAM,2/24/2014,1,2/24/2014 CORROSION,
,2014,1544167,2020,DORCHESTER AVE,RANGE RD,DOR,1,2020,DORCHESTER AV,RANGE RD,DOR,2/24/2014,1,2/24/2014 NATURAL FORCE,
,2014,1544196,5,LAKESHORE DR,PEARL ST EXT,BEV,1,5,LAKESHORE DR,PEARL ST EXT,BEV,2/24/2014,1,2/24/2014 NATURAL FORCE,
,2014,1544477,82,BENNINGTON ST,LONDON ST,EBO,1,82,BENNINGTON ST,LONDON ST,EBO,2/24/2014,1,2/25/2014 OTHER,
,2014,1544735,5,LYMAN ST,CABOT ST,BEV,1,5,LYMAN ST,CABOT ST,BEV,2/25/2014,1,2/26/2014 NATURAL FORCE,
,2014,1544735,5,LYMAN ST,CABOT ST,BEV,2,5,LYMAN ST,CABOT ST,BEV,2/25/2014,1,2/26/2014 CORROSION,
,2014,1544768,17,SUMMIT AVE,THURMAN ST,EVE,1,17,SUMMIT AV,THURMAN ST,EVE,2/25/2014,1,2/27/2014 CORROSION,
,2014,1544769,14,NEEDHAM ST,EASY ST,NEW,1,14,NEEDHAM ST,EASY ST,NEW,2/25/2014,1,2/26/2014 OTHER,
,2014,1544823,32,OLIVER ST,GEORGE ST,EVE,1,32,OLIVER ST,GEORGE ST,EVE,2/25/2014,1,2/25/2014 CORROSION,
,2014,1544840,30,HARRIS ST,CENTRE ST,PEA,1,30,HARRIS ST,CENTRE ST,PEA,1/27/2014 2A,,3/19/2014 OTHER,
,2014,1544877,,BARRETT AVE,M ST,SBO,1,,BARRETT AV,M ST,SBO,2/25/2014,1,2/26/2014 CORROSION,
,2014,1544900,200,BEDFORD RD,HAMMOND PL,WOB,1,200,BEDFORD RD,HAMMOND PL,WOB,2/20/2014,2,8/14/2014 NATURAL FORCE,
,2014,1544906,20,MELVIN RD,LOVELL RD,ARL,1,20,MELVIN RD,LOVELL RD,ARL,2/10/2014,2,5/5/2014 EQUIPMENT,
,2014,1544947,61,WESTMORE RD,GILMER ST,DOR,1,61,WESTMORE RD,GILMER ST,DOR,2/20/2014,2,12/26/2014 OTHER,
,2014,1544949,237,RIVERSIDE AVE,ABBOTT ST,MED,1,237,RIVERSIDE AV,ABBOTT ST,MED,2/25/2014,1,2/26/2014 OTHER,
,2014,1544962,475,PROCTOR AVE,SEAVIEW AVE,REV,1,475,PROCTOR AV,SEAVIEW AV,REV,2/25/2014,1,2/26/2014 NATURAL FORCE,
,2014,1544996,19,KENSINGTON PIKE,NAHANT ST,LNN,1,19,KENSINGTON PKE,NAHANT ST,LNN,2/25/2014,1,2/25/2014 CORROSION,
,2014,1545201,,MAIN ST,PATRICK RD,WAR,1,,MAIN ST,PATRICK RD,WAR,2/25/2014,1,2/26/2014 CORROSION,
,2014,1545442,971,SOUTHERN AR,SOUTH ST,QUI,1,971,SOUTHERN AR,SOUTH ST,QUI,2/25/2014,1,3/6/2014 OTHER,
,2014,1545883,45,N BEND ST,UPLAND PL,LNN,1,45,N BEND ST,UPLAND PL,LNN,2/26/2014,1,2/26/2014 CORROSION,
,2014,1545884,812,WORCESTER TPKE,MANSFIELD RD,WEL,1,812,WORCESTER TPKE,MANSFIELD RD,WEL,2/26/2014,1,2/26/2014 OTHER,
,2014,1545901,11,WAGON RD,MUSKET LN,YAR,1,11,WAGON RD,MUSKET LN,YAR,2/26/2014,1,2/26/2014 EQUIPMENT,
,2014,1545906,22,SUNSET AVE,CADISH AVE,HUL,1,22,SUNSET AV,CADISH AV,HUL,2/24/2014 2A,,3/4/2014 CORROSION,
,2014,1545907,69,TENNEY RD,GILBERT L BEAN DR,BRA,1,69,TENNEY RD,GILBERT L BEAN DR,BRA,2/26/2014,1,2/26/2014 EQUIPMENT,
,2014,1545920,92,ARLINGTON AVE,FRED ST,CHA,1,92,ARLINGTON AV,FRED ST,CHA,2/26/2014,1,2/26/2014 OTHER,
,2014,1545938,189,OAKLAND AVE,PROSPECT AVE,ARL,1,189,OAKLAND AV,PROSPECT AV,ARL,2/3/2014,2,4/29/2014 NATURAL FORCE,
,2014,1545939,24,CHAPEL ST,DAVIS ST,GLO,1,24,CHAPEL ST,DAVIS ST,GLO,2/26/2014,1,2/26/2014 CORROSION,
,2014,1545952,297,GREAT RD,CONCORD RD,BED,1,297,GREAT RD,CONCORD RD,BED,2/22/2014,2,5/8/2014 NATURAL FORCE,
,2014,1545957,20,WELLINGTON LN,CONCORD AVE,BEL,1,20,WELLINGTON LN,CONCORD AV,BEL,2/23/2014,2,3/25/2014 OTHER,
,2014,1545958,76,MARGIN ST,COLONIAL RD,PEA,1,76,MARGIN ST,COLONIAL RD,PEA,2/26/2014,1,2/26/2014 OTHER,
,2014,1545959,140,WATSON RD,GALE RD,BEL,1,140,WATSON RD,GALE RD,BEL,2/18/2014,2,9/3/2014 CORROSION,
,2014,1545959,140,WATSON RD,GALE RD,BEL,2,140,WATSON RD,GALE RD,BEL,2/18/2014,2,9/3/2014 CORROSION,
,2014,1545964,26,BRIGHTON ST,FLANDERS RD,BEL,1,26,BRIGHTON ST,FLANDERS RD,BEL,2/18/2014,2,4/23/2014 EQUIPMENT,
,2014,1545984,150,PLEASANT ST,FREEMAN ST,BRO,1,150,PLEASANT ST,FREEMAN ST,BRO,2/26/2014,1,2/26/2014 OTHER,
,2014,1545993,62,ALFORD ST,ARLINGTON AVE,CHA,1,62,ALFORD ST,ARLINGTON AV,CHA,2/26/2014,1,2/27/2014 OTHER,
,2014,1546034,18,BENNETT ST,ASHLAND AVE,MAN,1,18,BENNETT ST,ASHLAND AV,MAN,2/11/2014,3,3/17/2014 CORROSION,
,2014,1546047,43,FERNALD AVE,BOARDMAN ST,HAV,1,43,FERNALD AV,BOARDMAN ST,HAV,2/26/2014,1,2/26/2014 NATURAL FORCE,
,2014,1546100,4,BASS RIVER RD,BEACON ST,BEV,1,4,BASS RIVER RD,BEACON ST,BEV,2/26/2014,1,2/26/2014 CORROSION,
,2014,1546205,2,GRANVILLE ST,GALLIVAN BLVD,DOR,1,2,GRANVILLE ST,GALLIVAN BLVD,DOR,2/25/2014,2,3/18/2014 OTHER,
,2014,1546498,17,HOWE ST,MARSHALL ST,SOM,1,17,HOWE ST,MARSHALL ST,SOM,2/26/2014,1,2/26/2014 NATURAL FORCE,
,2014,1546567,134,SAMOSET AVE,NEPONSET RD,QUI,1,134,SAMOSET AV,NEPONSET RD,QUI,2/26/2014,1,3/6/2014 CORROSION,
,2014,1546580,6,SPICE ST,CAMBRIDGE ST,CHA,1,6,SPICE ST,CAMBRIDGE ST,CHA,2/26/2014,1,2/26/2014 EQUIPMENT,
,2014,1546581,4,LAKE AVE,LAKE ST,SAU,1,4,LAKE AV,LAKE ST,SAU,2/26/2014,2,6/11/2014 EQUIPMENT,
,2014,1546610,33,CORNWALL ST,MARMION ST,JPL,1,33,CORNWALL ST,MARMION ST,JPL,2/26/2014,1,2/26/2014 CORROSION,
,2014,1546748,1,REGENT CIR,BEACON ST,BRO,1,1,REGENT CIR,BEACON ST,BRO,2/26/2014,1,2/27/2014 CORROSION,
,2014,1546793,540,COLUMBIA RD,HANCOCK ST,DOR,1,540,COLUMBIA RD,HANCOCK ST,DOR,2/26/2014,1,2/27/2014 CORROSION,
,2014,1546866,21,BRIAR PATCH LN,BRENTWOOD RD,SUD,1,21,BRIAR PATCH LN,BRENTWOOD RD,SUD,2/26/2014,1,2/27/2014 EQUIPMENT,
,2014,1547392,94,INTERVALE ST,FERNBORO ST,DOR,1,94,INTERVALE ST,,DOR,2/27/2014,1,2/26/2014 OTHER OUTSIDE FORCE,
,2014,1547541,1,BRADLEY PARK DR,PARKVIEW PL,HIN,1,1,BRADLEY PARK DR,PARKVIEW PL,HIN,2/15/2014,2,4/2/2014 EQUIPMENT,
,2014,1547554,344,MAIN ST,HOWARD ST,HAV,1,344,MAIN ST,HOWARD ST,HAV,2/24/2014,2,3/7/2014 CORROSION,
,2014,1547607,17,AMERICA DR,BRISTOL RD,PEA,1,17,AMERICA DR,BRISTOL RD,PEA,2/27/2014,2,3/14/2014 EQUIPMENT,
,2014,1547629,5,OAK RIDGE RD,OAK ST,STO,1,5,OAK RIDGE RD,OAK ST,STO,2/26/2014 2A,,3/11/2014 OTHER,
,2014,1547635,6,SEVER ST,MYSTIC AVE,CHA,1,6,SEVER ST,MYSTIC AV,CHA,2/27/2014,1,2/27/2014 OTHER,
,2014,1547665,34,COLONIAL AVE,LYNNFIELD ST,LNN,1,34,COLONIAL AV,LYNNFIELD ST,LNN,2/24/2014 2A,,3/14/2014 OTHER,
,2014,1547665,34,COLONIAL AVE,LYNNFIELD ST,LNN,2,34,COLONIAL AV,LYNNFIELD ST,LNN,2/24/2014 2A,,3/14/2014 OTHER,
,2014,1547666,375,POND ST,WOODLAND RD,JPL,1,375,POND ST,WOODLAND RD,JPL,2/27/2014,1,2/27/2014 EQUIPMENT,
,2014,1547675,783,CENTRE ST,ELIOT ST,JPL,1,783,CENTRE ST,ELIOT ST,JPL,2/27/2014,1,3/3/2014 OTHER,
,2014,1547680,150,PLEASANT ST,FREEMAN ST,BRO,1,150,PLEASANT ST,FREEMAN ST,BRO,2/27/2014,1,2/27/2014 OTHER,
,2014,1547680,150,PLEASANT ST,FREEMAN ST,BRO,2,150,PLEASANT ST,FREEMAN ST,BRO,2/27/2014,1,2/27/2014 OTHER,
,2014,1547680,150,PLEASANT ST,FREEMAN ST,BRO,3,150,PLEASANT ST,FREEMAN ST,BRO,2/27/2014,1,2/28/2014 OTHER,
,2014,1547689,28,HIGH ROCK ST,VALLEY AVE,LNN,1,28,HIGH ROCK ST,VALLEY AV,LNN,2/27/2014,1,2/27/2014 OTHER,
,2014,1547703,375,POND AVE,JAMAICA RD,BRO,1,375,POND AV,JAMAICA RD,BRO,2/27/2014,1,2/27/2014 EQUIPMENT,
,2014,1547708,139,CALIFORNIA ST,CALIFORNIA PIKE,NEW,1,139,CALIFORNIA ST,,NEW,2/27/2014,1,2/28/2014 EQUIPMENT,
,2014,1547713,32,CAMBRIDGE ST,SEVER ST,CHA,1,32,CAMBRIDGE ST,SEVER ST,CHA,2/27/2014,1,3/5/2014 EQUIPMENT,
,2014,1547734,12,EVANGELINE ST,MISHAWUM RD,WOB,1,12,EVANGELINE ST,,WOB,2/25/2014,2,7/9/2014 OTHER,
,2014,1547734,12,EVANGELINE ST,MISHAWUM RD,WOB,2,12,EVANGELINE ST,,WOB,2/25/2014,2,7/9/2014 OTHER,
,2014,1547740,6,MYRTLE ST,WASHINGTON ST,WNC,1,6,MYRTLE ST,WASHINGTON ST,WNC,2/27/2014 2A,,3/11/2014 NATURAL FORCE,
,2014,1547860,16,LYMAN ST,FRANKLIN ST,LNN,1,16,LYMAN ST,FRANKLIN ST,LNN,2/27/2014,1,2/27/2014 OTHER,
,2014,1547901,,MASS AVE,BROADWAY,ARL,1,,MASS AV,BROADWAY,ARL,2/27/2014,1,2/27/2014 OTHER,
,2014,1547914,26,PENDEXTER ST,OTIS ST,LNN,1,26,PENDEXTER ST,OTIS ST,LNN,2/24/2014,2,3/12/2014 OTHER,
,2014,1548284,232,TREMONT ST,STUART ST,BOS,1,232,TREMONT ST,STUART ST,BOS,2/27/2014,1,3/6/2014 OTHER,
,2014,1548757,25,MILL ST,BEACH ST,REV,1,25,MILL ST,BEACH ST,REV,2/23/2014,2,2/23/2014 OTHER,
,2014,1548774,350,MAIN ST,HOWARD ST,HAV,1,350,MAIN ST,HOWARD ST,HAV,2/24/2014,2,3/7/2014 CORROSION,
,2014,1548815,82,LAUREL AVE,FRONT ST,HAV,1,82,LAUREL AV,FRONT ST,HAV,2/24/2014,2,3/10/2014 CORROSION,
