id,formatted_address,lat,lng,location_type,record_date,grade,record_type
1567933,"""47 Main St, Dennis Port, MA 02639, USA""",41.664716,-70.179598,"""ROOFTOP""",2013-11-26,3,2015_leak
1429504,"""Commonwealth Avenue & Lowell Ave, Newton, MA 02459, USA""",42.338026,-71.21158,"""APPROXIMATE""",2013-11-26,3,2015_leak
1431081,"""4 Lexington Farm Way, Billerica, MA 01821, USA""",42.538645,-71.259045,"""RANGE_INTERPOLATED""",2013-11-27,3,2015_leak
1429522,"""56 Colchester Rd, Weston, MA 02493, USA""",42.376784,-71.304961,"""ROOFTOP""",2013-11-30,3,2015_leak
1429831,"""97 Westland Rd, Weston, MA 02493, USA""",42.394653,-71.306895,"""RANGE_INTERPOLATED""",2013-11-30,3,2015_leak
1430964,"""14 Hill St, Winchester, MA 01890, USA""",42.463867,-71.141203,"""ROOFTOP""",2013-12-01,3,2015_leak
1438926,"""54 Merrill Rd, Watertown, MA 02472, USA""",42.377963,-71.178499,"""ROOFTOP""",2013-12-03,3,2015_leak
1439195,"""61 Woodside Ln, Arlington, MA 02474, USA""",42.424453,-71.159249,"""ROOFTOP""",2013-12-03,3,2015_leak
1439219,"""22 Weston Rd, Lincoln, MA 01773, USA""",42.423183,-71.302686,"""ROOFTOP""",2013-12-04,3,2015_leak
1432081,"""85 Colberg Ave, Roslindale, MA 02131, USA""",42.284076,-71.143152,"""ROOFTOP""",2013-12-04,3,2015_leak
1517843,"""4 Maybury St, Dorchester, MA 02121, USA""",42.315236,-71.08129,"""ROOFTOP""",2013-12-04,3,2015_leak
1433615,"""22 Lander St, Saugus, MA 01906, USA""",42.453289,-70.998452,"""ROOFTOP""",2013-12-04,3,2015_leak
1529055,"""23 Somerset Rd, Lexington, MA 02420, USA""",42.454171,-71.227296,"""ROOFTOP""",2013-12-04,3,2015_leak
1439060,"""121 Weston St, Waltham, MA 02453, USA""",42.374184,-71.254487,"""RANGE_INTERPOLATED""",2013-12-05,3,2015_leak
1517815,"""4 Robinwood Rd, Norwood, MA 02062, USA""",42.173902,-71.180559,"""ROOFTOP""",2013-12-05,3,2015_leak
1439214,"""14 Colby St, Belmont, MA 02478, USA""",42.392391,-71.158445,"""ROOFTOP""",2013-12-05,3,2015_leak
1438931,"""126 Harwich Rd, Chestnut Hill, MA 02467, USA""",42.306631,-71.171487,"""ROOFTOP""",2013-12-06,3,2015_leak
1438089,"""74 Dudley Rd, Billerica, MA 01821, USA""",42.526815,-71.295179,"""ROOFTOP""",2013-12-08,3,2015_leak
1438941,"""234 Park Ave, Arlington, MA 02476, USA""",42.417783,-71.180442,"""ROOFTOP""",2013-12-09,3,2015_leak
1497388,"""31 Chatham St, Arlington, MA 02474, USA""",42.428231,-71.168457,"""RANGE_INTERPOLATED""",2013-12-13,3,2015_leak
1601592,"""33 Montrose St, Roxbury, MA 02119, USA""",42.32385,-71.079781,"""ROOFTOP""",2013-12-14,3,2015_leak
1446272,"""Liberty St & Grove St, Braintree, MA 02184, USA""",42.18912,-70.986134,"""APPROXIMATE""",2013-12-15,3,2015_leak
1447344,"""1001 Boston-Providence Turnpike, Norwood, MA 02062, USA""",42.177554,-71.192993,"""ROOFTOP""",2013-12-16,3,2015_leak
1452418,"""174 Prescott St, Reading, MA 01867, USA""",42.51717,-71.117395,"""ROOFTOP""",2013-12-18,3,2015_leak
1508016,"""51 Lynn Ave, Hull, MA 02045, USA""",42.285772,-70.878966,"""RANGE_INTERPOLATED""",2013-12-19,3,2015_leak
1594120,"""37 Faxon St, Newton, MA 02458, USA""",42.363583,-71.199243,"""RANGE_INTERPOLATED""",2013-12-21,3,2015_leak
1458115,"""54 Plain St, Lowell, MA 01851, USA""",42.626425,-71.322241,"""ROOFTOP""",2013-12-22,3,2015_leak
1625010,"""1430 Trapelo Rd, Waltham, MA 02451, USA""",42.414269,-71.252891,"""RANGE_INTERPOLATED""",2013-12-26,3,2015_leak
1569114,"""671 Main St, Harwich Port, MA 02646, USA""",41.668964,-70.063802,"""RANGE_INTERPOLATED""",2013-12-27,3,2015_leak
1517709,"""4 Garden Pkwy, Norwood, MA 02062, USA""",42.173143,-71.22551,"""ROOFTOP""",2013-12-29,3,2015_leak
1507928,"""57 Crescent St, Quincy, MA 02169, USA""",42.245613,-71.026975,"""ROOFTOP""",2013-12-30,3,2015_leak
1517852,"""14 Morningside Dr, Norwood, MA 02062, USA""",42.179921,-71.22955,"""ROOFTOP""",2014-01-04,3,2015_leak
1479362,"""303 Littleton Rd, Chelmsford, MA 01824, USA""",42.582008,-71.390045,"""ROOFTOP""",2014-01-06,3,2015_leak
1625755,"""120 Forest St, Wellesley Hills, MA 02481, USA""",42.303126,-71.270542,"""ROOFTOP""",2014-01-07,3,2015_leak
1500013,"""15 Rustic Dr, Cohasset, MA 02025, USA""",42.257506,-70.820863,"""ROOFTOP""",2014-01-10,3,2015_leak
1499929,"""57 Revere Rd, Quincy, MA 02169, USA""",42.2484,-70.999135,"""ROOFTOP""",2014-01-10,3,2015_leak
1487571,"""Pleasant St & Maple St, Arlington, MA 02476, USA""",42.413962,-71.155096,"""APPROXIMATE""",2014-01-10,3,2015_leak
1491912,"""65 Shawsheen Rd, Billerica, MA 01821, USA""",42.525415,-71.239766,"""ROOFTOP""",2014-01-11,3,2015_leak
1499725,"""40 Greenleaf St, Quincy, MA 02169, USA""",42.256189,-71.005279,"""ROOFTOP""",2014-01-12,3,2015_leak
1485469,"""Spring St & Middle St, Waltham, MA 02451, USA""",42.377166,-71.238875,"""APPROXIMATE""",2014-01-12,3,2015_leak
1487629,"""642 Main St, Reading, MA 01867, USA""",42.52431,-71.103069,"""ROOFTOP""",2014-01-13,3,2015_leak
1497419,"""31 Linden St, Arlington, MA 02476, USA""",42.418995,-71.17976,"""ROOFTOP""",2014-01-13,3,2015_leak
1487679,"""Barnum Rd & Patton Rd, Devens, MA 01434, USA""",42.537731,-71.596042,"""APPROXIMATE""",2014-01-14,3,2015_leak
1594151,"""46 Hinckley Rd, Newton, MA 02461, USA""",42.32338,-71.218382,"""RANGE_INTERPOLATED""",2014-01-14,3,2015_leak
1499754,"""65 Broad St, Whitman, MA 02382, USA""",42.078992,-70.934061,"""ROOFTOP""",2014-01-14,3,2015_leak
1568154,"""18 Nehoiden St, Harwich Port, MA 02646, USA""",41.670035,-70.093005,"""ROOFTOP""",2014-01-14,3,2015_leak
1507971,"""39 Bishop Rd, Quincy, MA 02170, USA""",42.258321,-71.029885,"""RANGE_INTERPOLATED""",2014-01-14,3,2015_leak
1517838,"""31 Iona St, Roslindale, MA 02131, USA""",42.284972,-71.146364,"""ROOFTOP""",2014-01-14,3,2015_leak
1624833,"""66 Marguerite Ave, Waltham, MA 02452, USA""",42.404983,-71.216672,"""ROOFTOP""",2014-01-15,3,2015_leak
1497115,"""29 Mallard Way, Burlington, MA 01803, USA""",42.519404,-71.184771,"""ROOFTOP""",2014-01-15,3,2015_leak
1500092,"""14 Greenwood Ave, Beverly, MA 01915, USA""",42.563201,-70.831946,"""ROOFTOP""",2014-01-15,3,2015_leak
1594140,"""43 Gray Cliff Rd, Newton, MA 02459, USA""",42.332272,-71.186281,"""RANGE_INTERPOLATED""",2014-01-16,3,2015_leak
1501279,"""6 Brookside Ave, Winchester, MA 01890, USA""",42.467882,-71.12553,"""ROOFTOP""",2014-01-16,3,2015_leak
1498709,"""165 Hunt Rd, Chelmsford, MA 01824, USA""",42.578264,-71.384431,"""ROOFTOP""",2014-01-17,3,2015_leak
1500110,"""Elliott St & Rantoul St, Beverly, MA 01915, USA""",42.554532,-70.881645,"""APPROXIMATE""",2014-01-17,3,2015_leak
1497461,"""8 Dewey Rd, Bedford, MA 01730, USA""",42.514357,-71.268559,"""RANGE_INTERPOLATED""",2014-01-17,3,2015_leak
1498733,"""7 Edge Hill St, Jamaica Plain, MA 02130, USA""",42.324294,-71.106049,"""ROOFTOP""",2014-01-17,3,2015_leak
1508025,"""355 Gardner St, Hingham, MA 02043, USA""",42.173137,-70.898448,"""RANGE_INTERPOLATED""",2014-01-23,3,2015_leak
1564038,"""700 Boston Post Rd, Weston, MA 02493, USA""",42.364691,-71.313584,"""ROOFTOP""",2014-01-24,3,2015_leak
1510756,"""Humphrey St & Shelton Rd, Swampscott, MA 01907, USA""",42.46885,-70.898279,"""APPROXIMATE""",2014-01-28,3,2015_leak
1520148,"""1011 Massachusetts Ave, Arlington, MA 02476, USA""",42.420047,-71.168701,"""ROOFTOP""",2014-01-29,3,2015_leak
1568080,"""121 Morris Island Rd, Chatham, MA 02633, USA""",41.667692,-69.952114,"""ROOFTOP""",2014-01-29,3,2015_leak
1601616,"""28 Rutland St, Boston, MA 02118, USA""",42.339339,-71.075415,"""RANGE_INTERPOLATED""",2014-01-29,3,2015_leak
1516498,"""255 Walnut St, Saugus, MA 01906, USA""",42.483525,-71.011153,"""ROOFTOP""",2014-01-30,3,2015_leak
1529113,"""902 Boylston St, Newton, MA 02461, USA""",42.319301,-71.208405,"""RANGE_INTERPOLATED""",2014-01-30,3,2015_leak
1601527,"""136 State St, Boston, MA 02109, USA""",42.359378,-71.054497,"""ROOFTOP""",2014-01-31,3,2015_leak
1594833,"""320 Centre Ave, Rockland, MA 02370, USA""",42.113404,-70.925557,"""ROOFTOP""",2014-02-01,3,2015_leak
1517787,"""Depot St & Nutting Rd, Westford, MA 01886, USA""",42.607247,-71.444128,"""APPROXIMATE""",2014-02-01,3,2015_leak
1515197,"""18 Green St, Woburn, MA 01801, USA""",42.475515,-71.146261,"""ROOFTOP""",2014-02-01,3,2015_leak
1529551,"""Bridge St & Roderick Ave, Beverly, MA 01915, USA""",42.551113,-70.898132,"""APPROXIMATE""",2014-02-03,3,2015_leak
1545974,"""30 Taft Ave, Lexington, MA 02421, USA""",42.423502,-71.196833,"""ROOFTOP""",2014-02-03,3,2015_leak
1526645,"""31 Simonds Rd, Lexington, MA 02420, USA""",42.467235,-71.24023,"""ROOFTOP""",2014-02-04,3,2015_leak
1594923,"""44 Edge Hill Rd, Milton, MA 02186, USA""",42.253057,-71.053366,"""ROOFTOP""",2014-02-04,3,2015_leak
1518939,"""89 Burget Ave, Medford, MA 02155, USA""",42.410291,-71.118345,"""ROOFTOP""",2014-02-04,3,2015_leak
1518164,"""450 Harrison Ave, Boston, MA 02118, USA""",42.342748,-71.06491,"""ROOFTOP""",2014-02-05,3,2015_leak
1524248,"""Stony Brook Rd & Michelle Dr, Burlington, MA 01803, USA""",42.490176,-71.203244,"""APPROXIMATE""",2014-02-06,3,2015_leak
1520169,"""109 Norfolk Ave, Boston, MA 02119, USA""",42.326935,-71.072077,"""ROOFTOP""",2014-02-07,3,2015_leak
1635697,"""1 Grist Mill Rd, Acton, MA 01720, USA""",42.46299,-71.487007,"""ROOFTOP""",2014-02-07,3,2015_leak
1534698,"""18 Tower Farm Rd, Billerica, MA 01821, USA""",42.555258,-71.25999,"""ROOFTOP""",2014-02-10,3,2015_leak
1544971,"""Russell St & Gates Rd, Peabody, MA 01960, USA""",42.566105,-71.022983,"""APPROXIMATE""",2014-02-10,3,2015_leak
1527753,"""27 Dearborn St, Medford, MA 02155, USA""",42.414102,-71.12185,"""RANGE_INTERPOLATED""",2014-02-12,3,2015_leak
1527987,"""Blue Hill Avenue & Westview St, Boston, MA 02124, USA""",42.291207,-71.089244,"""APPROXIMATE""",2014-02-12,3,2015_leak
1538207,"""133 Massachusetts Ave, Boston, MA 02115, USA""",42.34701,-71.087872,"""ROOFTOP""",2014-02-14,3,2015_leak
1593092,"""1629 Beacon St, Waban, MA 02468, USA""",42.326751,-71.230671,"""ROOFTOP""",2014-02-19,3,2015_leak
