ids_2014,ids_2015
334684,334684
333998,333998
334000,334000
333846,333846
334014,334014
334686,334686
334040,334040
333918,333918
333963,333963
334157,334157
334691,334691
334693,334693
334699,334699
334241,334241
334258,334258
334659,334659
334664,334664
334460,334460
334668,334668
334670,334670
334672,334672
334673,334673
334674,334674
334400,334400
334401,334401
334402,334402
334428,334428
334450,334450
334454,334454
334622,334622
334623,334623
334624,334624
334764,334764
337041,337041
337008,337008
334920,334920
334755,334755
334757,334757
334759,334759
334762,334762
334788,334788
334917,334917
334918,334918
334742,334742
334812,334812
334914,334914
334962,334962
335202,335202
335208,335208
335209,335209
335205,335205
335210,335210
336475,336475
336476,336476
335206,335206
335187,335187
336472,336472
335039,335039
335192,335192
335194,335194
335196,335196
335198,335198
335203,335203
335158,335158
335301,335301
335303,335303
336468,336468
335298,335298
336682,336682
336684,336684
336685,336685
336695,336695
335251,335251
335404,335404
335389,335389
335639,335639
335342,335342
335390,335390
335392,335392
336702,336702
337067,337067
337068,337068
337070,337070
335435,335435
335393,335393
335398,335398
335365,335365
336707,336707
335450,335450
335647,335647
335621,335621
335716,335716
336653,336653
335889,335889
335701,335701
335924,335924
336655,336655
335923,335923
335916,335916
336338,336338
336343,336343
336351,336351
335920,335920
335922,335922
336648,336648
336647,336647
337641,337641
335875,335875
336108,336108
339924,339924
339925,339925
337696,337696
337699,337699
338676,338676
336152,336152
336151,336151
336501,336501
336150,336150
336301,336301
336302,336302
336328,336328
336329,336329
339922,339922
339921,339921
336641,336641
338001,338001
338003,338003
336661,336661
336642,336642
338005,338005
338010,338010
336388,336388
336575,336575
336644,336644
336432,336432
338049,338049
338051,338051
338077,338077
336544,336544
336577,336577
336658,336658
337076,337076
337078,337078
336670,336670
336671,336671
336551,336551
336528,336528
336878,336878
337033,337033
337024,337024
337023,337023
337021,337021
336899,336899
336902,336902
337271,337270
337270,337270
337667,337667
337356,337356
337230,337230
337357,337357
337360,337360
337879,337879
340736,340736
340738,340738
337330,337330
337451,337451
337593,337593
337534,337534
337878,337878
337597,337597
337716,337716
337831,337831
337873,337873
340514,340514
340915,340915
338117,338117
338030,338030
338012,338012
338013,338013
338113,338113
338256,338256
341077,341077
341078,341078
341083,341083
338152,338152
341084,341084
338216,338216
338396,338396
338512,338512
338515,338515
341166,341166
338518,338518
338523,338522
338522,338522
338738,338738
338581,338581
339137,339137
338576,338576
338582,338582
338536,338536
338810,338810
339141,339141
338725,338725
338802,338802
339057,339057
2095905,2095905
338990,338990
338981,338981
339079,339079
339010,339010
339062,339062
338989,338989
339124,339124
339341,339341
339542,339542
340925,340925
339978,339369
339369,339369
339385,339385
339495,339495
339311,339311
339411,339411
339720,339720
339698,339698
339658,339658
339721,339721
339843,339843
339696,339696
339815,339815
340020,340020
340016,340016
340017,340017
340425,340425
340107,340107
340215,340215
1348819,1348819
343471,343471
340283,340283
340502,340502
340508,340508
340423,340423
340602,340602
340783,340783
340787,340787
340811,340811
340900,340900
340795,340795
1380925,1380925
340786,340786
341138,341138
340892,340892
340970,340970
341101,341101
341263,341263
341253,341253
341399,341399
341330,341330
341396,341396
341398,341398
343404,343404
341372,341372
343671,343671
343529,343529
343537,343537
343444,343444
343658,343658
343800,343800
343752,343752
343906,343906
343909,343909
343889,343889
344092,344092
344686,344686
344118,344118
344337,344337
344340,344340
344274,344274
344399,344399
344578,344578
344371,344371
344836,344836
344733,344733
344918,344918
344989,344989
345202,345202
344977,344977
345785,345785
344992,344992
345115,345115
345197,345197
345195,345195
345133,345133
345148,345148
345631,345631
345634,345634
345636,345636
345182,345182
345555,345555
345564,345564
345318,345318
345319,345319
345498,345498
345663,345663
345716,345716
345655,345655
345661,345661
345517,345517
345478,345478
345593,345593
345608,345608
346398,346398
345510,345510
345511,345511
346299,346299
346335,346335
345784,345784
345740,345740
345963,345963
345794,345794
345802,345802
345803,345803
345965,345965
